#t	m	dm	e	de	x	dx	h	dh
0.3530	0.0816	0.0037	-0.8922	0.0025	0.010374	0.000208	0.798441	0.007859
0.3560	0.0832	0.0039	-0.9045	0.0025	0.010828	0.000227	0.820613	0.008370
0.3590	0.0861	0.0041	-0.9159	0.0025	0.011529	0.000255	0.841406	0.008531
0.3620	0.0890	0.0045	-0.9271	0.0026	0.012413	0.000295	0.862234	0.009032
0.3650	0.0919	0.0047	-0.9402	0.0026	0.013180	0.000333	0.886546	0.009152
0.3680	0.0958	0.0051	-0.9539	0.0027	0.014330	0.000390	0.912699	0.009758
0.3710	0.0992	0.0055	-0.9672	0.0027	0.015371	0.000454	0.938184	0.010328
0.3740	0.1028	0.0059	-0.9790	0.0028	0.016470	0.000516	0.961267	0.010695
0.3770	0.1083	0.0065	-0.9931	0.0028	0.018195	0.000615	0.989262	0.011287
0.3800	0.1118	0.0069	-1.0062	0.0029	0.019385	0.000695	1.015319	0.011696
0.3830	0.1173	0.0075	-1.0204	0.0029	0.021276	0.000824	1.043942	0.012236
0.3860	0.1239	0.0084	-1.0356	0.0030	0.023783	0.001035	1.075601	0.012781
0.3890	0.1296	0.0091	-1.0499	0.0031	0.025907	0.001200	1.105723	0.013972
0.3920	0.1365	0.0100	-1.0645	0.0031	0.028621	0.001448	1.136285	0.014317
0.3950	0.1437	0.0110	-1.0806	0.0032	0.031651	0.001747	1.170802	0.015014
0.3980	0.1531	0.0125	-1.0957	0.0033	0.035906	0.002251	1.203987	0.016039
0.4010	0.1632	0.0141	-1.1121	0.0035	0.040727	0.002843	1.240381	0.017334
0.4040	0.1757	0.0160	-1.1287	0.0036	0.046876	0.003544	1.277534	0.018308
0.4070	0.1886	0.0179	-1.1445	0.0037	0.053458	0.004403	1.313631	0.019476
0.4100	0.2054	0.0207	-1.1637	0.0038	0.062922	0.005828	1.358111	0.020964
0.4130	0.2258	0.0235	-1.1829	0.0040	0.074518	0.007507	1.403170	0.022600
0.4160	0.2485	0.0276	-1.2029	0.0043	0.089381	0.010161	1.451468	0.025198
0.4190	0.2777	0.0319	-1.2242	0.0047	0.109030	0.013376	1.503340	0.028449
0.4220	0.3115	0.0360	-1.2470	0.0050	0.132903	0.017328	1.560152	0.031814
0.4250	0.3541	0.0400	-1.2718	0.0054	0.165515	0.021916	1.622678	0.035180
0.4280	0.4028	0.0436	-1.2996	0.0059	0.205635	0.027351	1.694606	0.040646
0.4310	0.4556	0.0443	-1.3283	0.0063	0.251991	0.031618	1.770642	0.045107
0.4340	0.5144	0.0423	-1.3601	0.0065	0.307045	0.034501	1.856481	0.048346
0.4370	0.5718	0.0377	-1.3918	0.0066	0.364403	0.034902	1.943697	0.050995
0.4400	0.6256	0.0305	-1.4226	0.0063	0.421854	0.032242	2.029957	0.050981
0.4430	0.6727	0.0234	-1.4535	0.0060	0.475939	0.028262	2.118901	0.050202
0.4460	0.7091	0.0175	-1.4795	0.0055	0.520296	0.023219	2.194857	0.047739
0.4490	0.7406	0.0125	-1.5045	0.0050	0.561178	0.018876	2.268673	0.045218
0.4520	0.7677	0.0086	-1.5292	0.0046	0.597760	0.014805	2.343219	0.042853
0.4550	0.7877	0.0062	-1.5499	0.0042	0.626642	0.011861	2.405828	0.039547
0.4580	0.8048	0.0046	-1.5691	0.0039	0.652092	0.009641	2.466014	0.037764
0.4610	0.8190	0.0034	-1.5869	0.0036	0.674295	0.007847	2.521803	0.036163
0.4640	0.8314	0.0027	-1.6034	0.0034	0.693861	0.006528	2.574728	0.034374
0.4670	0.8424	0.0021	-1.6195	0.0031	0.711755	0.005487	2.626193	0.032717
0.4700	0.8520	0.0018	-1.6343	0.0030	0.727705	0.004760	2.673955	0.031586
0.4730	0.8604	0.0015	-1.6480	0.0028	0.741825	0.004132	2.718693	0.030449
0.4760	0.8682	0.0012	-1.6610	0.0027	0.755060	0.003530	2.761966	0.029204
0.4790	0.8752	0.0011	-1.6733	0.0025	0.767061	0.003160	2.802409	0.028116
0.4820	0.8815	0.0009	-1.6851	0.0024	0.777923	0.002811	2.841769	0.026729
0.4850	0.8876	0.0008	-1.6967	0.0023	0.788608	0.002513	2.881148	0.025932
0.4880	0.8931	0.0007	-1.7074	0.0022	0.798397	0.002284	2.917570	0.025464
0.4910	0.8980	0.0007	-1.7174	0.0021	0.807079	0.002051	2.951654	0.024516
0.4940	0.9029	0.0006	-1.7273	0.0020	0.815691	0.001908	2.985963	0.023702
0.4970	0.9071	0.0005	-1.7365	0.0019	0.823446	0.001687	3.017005	0.022540
0.5000	0.9112	0.0005	-1.7452	0.0018	0.830739	0.001576	3.047638	0.022218
