#t	m	dm	e	de	x	dx	h	dh
0.3530	0.3302	0.0030	-0.9096	0.0031	0.154958	0.002341	0.873569	0.005996
0.3560	0.3396	0.0031	-0.9255	0.0031	0.163004	0.002415	0.903908	0.005924
0.3590	0.3490	0.0032	-0.9389	0.0031	0.171309	0.002429	0.929989	0.006439
0.3620	0.3618	0.0032	-0.9538	0.0032	0.182292	0.002562	0.960711	0.006358
0.3650	0.3728	0.0033	-0.9708	0.0032	0.192003	0.002674	0.993991	0.006648
0.3680	0.3821	0.0033	-0.9834	0.0032	0.200609	0.002711	1.021068	0.006942
0.3710	0.3951	0.0035	-1.0002	0.0032	0.211751	0.003041	1.054774	0.006912
0.3740	0.4080	0.0036	-1.0176	0.0034	0.224337	0.003040	1.092577	0.007303
0.3770	0.4205	0.0035	-1.0354	0.0033	0.236756	0.003025	1.130598	0.007673
0.3800	0.4353	0.0036	-1.0544	0.0034	0.250449	0.003166	1.172520	0.007890
0.3830	0.4475	0.0034	-1.0709	0.0035	0.262300	0.003235	1.208007	0.007697
0.3860	0.4649	0.0036	-1.0910	0.0037	0.278527	0.003398	1.254112	0.008037
0.3890	0.4781	0.0036	-1.1078	0.0037	0.292485	0.003406	1.292085	0.008427
0.3920	0.4920	0.0035	-1.1267	0.0035	0.306012	0.003405	1.335811	0.008655
0.3950	0.5113	0.0037	-1.1501	0.0038	0.326986	0.003469	1.391156	0.008990
0.3980	0.5285	0.0036	-1.1721	0.0037	0.344724	0.003719	1.443254	0.009060
0.4010	0.5444	0.0036	-1.1928	0.0038	0.361525	0.003736	1.493947	0.009339
0.4040	0.5638	0.0036	-1.2161	0.0037	0.382675	0.003649	1.551502	0.009823
0.4070	0.5781	0.0037	-1.2362	0.0038	0.399170	0.003601	1.601119	0.009740
0.4100	0.5961	0.0035	-1.2580	0.0037	0.418700	0.003800	1.655932	0.009966
0.4130	0.6140	0.0036	-1.2819	0.0039	0.439115	0.003698	1.717080	0.010228
0.4160	0.6324	0.0035	-1.3051	0.0037	0.459550	0.003744	1.775726	0.010037
0.4190	0.6472	0.0034	-1.3249	0.0039	0.477470	0.003747	1.828576	0.010231
0.4220	0.6628	0.0033	-1.3460	0.0038	0.496207	0.003618	1.884993	0.010310
0.4250	0.6778	0.0035	-1.3658	0.0039	0.514100	0.003770	1.938409	0.010608
0.4280	0.6937	0.0032	-1.3886	0.0038	0.533894	0.003673	1.999797	0.010206
0.4310	0.7099	0.0032	-1.4107	0.0037	0.553132	0.003752	2.059348	0.010375
0.4340	0.7254	0.0030	-1.4340	0.0035	0.573208	0.003583	2.124135	0.010350
0.4370	0.7400	0.0030	-1.4518	0.0038	0.591809	0.003555	2.175298	0.010420
0.4400	0.7518	0.0028	-1.4689	0.0037	0.606622	0.003618	2.223027	0.010206
0.4430	0.7662	0.0028	-1.4914	0.0035	0.626095	0.003470	2.287397	0.010384
0.4460	0.7788	0.0027	-1.5102	0.0035	0.642514	0.003250	2.341845	0.009863
0.4490	0.7903	0.0025	-1.5273	0.0035	0.657788	0.003261	2.392518	0.010094
0.4520	0.8013	0.0025	-1.5444	0.0034	0.672778	0.003006	2.443385	0.010202
0.4550	0.8140	0.0024	-1.5637	0.0032	0.690608	0.003222	2.500138	0.009954
0.4580	0.8223	0.0023	-1.5782	0.0032	0.701904	0.002992	2.543530	0.009530
0.4610	0.8303	0.0022	-1.5935	0.0031	0.714149	0.002991	2.590205	0.009477
0.4640	0.8395	0.0021	-1.6081	0.0031	0.727112	0.002735	2.634798	0.009887
0.4670	0.8477	0.0020	-1.6212	0.0031	0.738755	0.002791	2.674635	0.009219
0.4700	0.8567	0.0020	-1.6385	0.0029	0.752614	0.002646	2.729231	0.009852
0.4730	0.8640	0.0018	-1.6494	0.0029	0.762837	0.002604	2.763370	0.009335
0.4760	0.8695	0.0018	-1.6617	0.0029	0.771853	0.002664	2.802966	0.008801
0.4790	0.8765	0.0017	-1.6737	0.0028	0.782189	0.002360	2.841114	0.009020
0.4820	0.8814	0.0016	-1.6842	0.0027	0.789882	0.002383	2.874093	0.009070
0.4850	0.8878	0.0015	-1.6960	0.0027	0.800042	0.002354	2.911907	0.008871
0.4880	0.8926	0.0015	-1.7060	0.0025	0.807444	0.002216	2.944867	0.009122
0.4910	0.8984	0.0014	-1.7180	0.0026	0.816812	0.002054	2.984320	0.008355
0.4940	0.9032	0.0013	-1.7282	0.0026	0.824520	0.002033	3.018361	0.008272
0.4970	0.9081	0.0013	-1.7369	0.0024	0.832273	0.001960	3.046372	0.008510
0.5000	0.9105	0.0012	-1.7438	0.0024	0.836599	0.001973	3.069566	0.007946
