#t	m	dm	e	de	x	dx	h	dh
0.3530	0.1086	0.0011	-0.8917	0.0010	0.018302	0.000362	0.799666	0.001713
0.3560	0.1121	0.0011	-0.9034	0.0009	0.019521	0.000378	0.820815	0.001661
0.3590	0.1159	0.0012	-0.9155	0.0010	0.020748	0.000393	0.842667	0.001818
0.3620	0.1188	0.0012	-0.9280	0.0010	0.021933	0.000427	0.865851	0.001787
0.3650	0.1239	0.0013	-0.9410	0.0009	0.023779	0.000458	0.890117	0.001808
0.3680	0.1286	0.0014	-0.9532	0.0010	0.025472	0.000487	0.913231	0.001760
0.3710	0.1323	0.0014	-0.9666	0.0010	0.027090	0.000506	0.939052	0.001939
0.3740	0.1386	0.0014	-0.9797	0.0010	0.029467	0.000554	0.964713	0.001919
0.3770	0.1435	0.0015	-0.9928	0.0010	0.031755	0.000608	0.990654	0.002015
0.3800	0.1509	0.0016	-1.0072	0.0010	0.035040	0.000658	1.019588	0.002034
0.3830	0.1571	0.0016	-1.0212	0.0010	0.037833	0.000719	1.048074	0.002174
0.3860	0.1654	0.0018	-1.0358	0.0011	0.041804	0.000815	1.078160	0.002097
0.3890	0.1750	0.0018	-1.0499	0.0010	0.046404	0.000854	1.107980	0.002235
0.3920	0.1824	0.0019	-1.0653	0.0011	0.050415	0.000923	1.140431	0.002314
0.3950	0.1929	0.0019	-1.0802	0.0011	0.056046	0.000992	1.172735	0.002404
0.3980	0.2051	0.0021	-1.0965	0.0011	0.062942	0.001067	1.208588	0.002463
0.4010	0.2203	0.0021	-1.1133	0.0011	0.071871	0.001183	1.245971	0.002603
0.4040	0.2357	0.0024	-1.1309	0.0012	0.081299	0.001356	1.285463	0.002651
0.4070	0.2538	0.0024	-1.1489	0.0012	0.093062	0.001505	1.326929	0.002763
0.4100	0.2740	0.0025	-1.1681	0.0012	0.107361	0.001672	1.371781	0.002839
0.4130	0.2996	0.0025	-1.1884	0.0013	0.125445	0.001826	1.420054	0.002887
0.4160	0.3266	0.0028	-1.2092	0.0013	0.145915	0.002088	1.470678	0.003075
0.4190	0.3568	0.0031	-1.2326	0.0013	0.170115	0.002313	1.528078	0.003336
0.4220	0.3925	0.0030	-1.2572	0.0013	0.199899	0.002426	1.590150	0.003459
0.4250	0.4341	0.0030	-1.2836	0.0014	0.236390	0.002597	1.657565	0.003659
0.4280	0.4755	0.0031	-1.3106	0.0015	0.274125	0.002631	1.728432	0.003980
0.4310	0.5221	0.0030	-1.3403	0.0015	0.318983	0.002917	1.807016	0.004082
0.4340	0.5667	0.0029	-1.3702	0.0015	0.364700	0.002826	1.888931	0.004249
0.4370	0.6102	0.0029	-1.3996	0.0015	0.410672	0.002832	1.969731	0.004153
0.4400	0.6505	0.0027	-1.4282	0.0014	0.455928	0.002703	2.050182	0.004151
0.4430	0.6884	0.0024	-1.4565	0.0014	0.500623	0.002623	2.131198	0.004014
0.4460	0.7190	0.0021	-1.4823	0.0014	0.538096	0.002343	2.206585	0.004001
0.4490	0.7459	0.0018	-1.5069	0.0013	0.573083	0.002256	2.278716	0.004043
0.4520	0.7686	0.0016	-1.5287	0.0013	0.603693	0.002121	2.345014	0.003922
0.4550	0.7890	0.0014	-1.5500	0.0012	0.632006	0.001831	2.409944	0.003819
0.4580	0.8038	0.0013	-1.5680	0.0012	0.653802	0.001741	2.465699	0.003704
0.4610	0.8193	0.0011	-1.5876	0.0011	0.677112	0.001627	2.526637	0.003497
0.4640	0.8310	0.0010	-1.6036	0.0011	0.695335	0.001430	2.577495	0.003540
0.4670	0.8419	0.0009	-1.6193	0.0010	0.712611	0.001335	2.627705	0.003383
0.4700	0.8525	0.0008	-1.6350	0.0011	0.729799	0.001342	2.678676	0.003363
0.4730	0.8607	0.0007	-1.6487	0.0010	0.743580	0.001209	2.723409	0.003312
0.4760	0.8682	0.0007	-1.6608	0.0010	0.756087	0.001097	2.763106	0.003157
0.4790	0.8755	0.0006	-1.6740	0.0010	0.768249	0.001061	2.806484	0.002935
0.4820	0.8816	0.0006	-1.6853	0.0009	0.778744	0.001017	2.844348	0.002977
0.4850	0.8879	0.0005	-1.6972	0.0009	0.789862	0.000927	2.884316	0.002999
0.4880	0.8931	0.0005	-1.7072	0.0009	0.798937	0.000889	2.918723	0.002905
0.4910	0.8980	0.0005	-1.7173	0.0008	0.807511	0.000833	2.952859	0.002968
0.4940	0.9028	0.0004	-1.7271	0.0008	0.815954	0.000818	2.986315	0.002863
0.4970	0.9073	0.0004	-1.7369	0.0008	0.824175	0.000773	3.019994	0.002900
0.5000	0.9111	0.0004	-1.7452	0.0008	0.830938	0.000764	3.049005	0.002845
