#t	m	dm	e	de	x	dx	h	dh
0.3530	0.1641	0.0017	-0.8928	0.0014	0.041234	0.000760	0.807022	0.002558
0.3560	0.1689	0.0017	-0.9035	0.0014	0.043465	0.000806	0.826518	0.002684
0.3590	0.1740	0.0018	-0.9156	0.0014	0.046199	0.000840	0.848567	0.002523
0.3620	0.1801	0.0019	-0.9283	0.0015	0.049446	0.000890	0.872122	0.002731
0.3650	0.1868	0.0020	-0.9417	0.0015	0.053191	0.000959	0.897810	0.002707
0.3680	0.1925	0.0020	-0.9549	0.0014	0.056176	0.001026	0.922639	0.002888
0.3710	0.2023	0.0020	-0.9681	0.0015	0.061411	0.001098	0.948265	0.002727
0.3740	0.2109	0.0020	-0.9815	0.0015	0.066701	0.001164	0.974755	0.003115
0.3770	0.2188	0.0021	-0.9947	0.0015	0.071727	0.001245	1.001269	0.003075
0.3800	0.2284	0.0023	-1.0104	0.0016	0.077560	0.001389	1.032747	0.003146
0.3830	0.2367	0.0024	-1.0230	0.0016	0.083109	0.001403	1.059101	0.003259
0.3860	0.2476	0.0024	-1.0383	0.0016	0.090161	0.001543	1.090862	0.003338
0.3890	0.2609	0.0025	-1.0548	0.0017	0.099518	0.001625	1.125463	0.003417
0.3920	0.2755	0.0026	-1.0708	0.0016	0.109585	0.001692	1.160456	0.003657
0.3950	0.2911	0.0027	-1.0885	0.0017	0.120920	0.001796	1.199039	0.003703
0.3980	0.3083	0.0027	-1.1049	0.0018	0.133780	0.001930	1.235669	0.003784
0.4010	0.3254	0.0029	-1.1239	0.0018	0.146941	0.002118	1.278962	0.003919
0.4040	0.3459	0.0029	-1.1437	0.0018	0.163533	0.002309	1.324107	0.004165
0.4070	0.3685	0.0030	-1.1638	0.0019	0.182615	0.002517	1.371915	0.004361
0.4100	0.3926	0.0032	-1.1849	0.0019	0.203454	0.002600	1.422162	0.004680
0.4130	0.4185	0.0033	-1.2078	0.0020	0.226450	0.002792	1.477831	0.004811
0.4160	0.4466	0.0034	-1.2318	0.0020	0.252229	0.002913	1.537107	0.005082
0.4190	0.4752	0.0034	-1.2555	0.0021	0.278967	0.002913	1.596483	0.005017
0.4220	0.5071	0.0033	-1.2812	0.0022	0.309950	0.003079	1.663165	0.005101
0.4250	0.5387	0.0033	-1.3079	0.0020	0.342356	0.003150	1.732413	0.005424
0.4280	0.5695	0.0031	-1.3336	0.0021	0.375003	0.003257	1.800880	0.005522
0.4310	0.6008	0.0031	-1.3612	0.0021	0.408608	0.003042	1.875548	0.005578
0.4340	0.6336	0.0029	-1.3882	0.0021	0.444765	0.003051	1.949392	0.005848
0.4370	0.6618	0.0029	-1.4149	0.0021	0.477889	0.003218	2.023856	0.006085
0.4400	0.6886	0.0026	-1.4403	0.0021	0.509494	0.003022	2.095338	0.005882
0.4430	0.7137	0.0024	-1.4645	0.0020	0.540411	0.002873	2.164715	0.005634
0.4460	0.7356	0.0023	-1.4863	0.0020	0.567850	0.002802	2.228903	0.005743
0.4490	0.7566	0.0022	-1.5102	0.0019	0.595289	0.002813	2.298926	0.005583
0.4520	0.7744	0.0020	-1.5305	0.0018	0.619438	0.002575	2.359328	0.005624
0.4550	0.7934	0.0018	-1.5521	0.0017	0.645449	0.002407	2.425064	0.005606
0.4580	0.8072	0.0016	-1.5694	0.0016	0.664718	0.002249	2.478051	0.005323
0.4610	0.8188	0.0016	-1.5866	0.0017	0.682434	0.002146	2.531295	0.005162
0.4640	0.8313	0.0014	-1.6035	0.0016	0.700810	0.001991	2.584570	0.004922
0.4670	0.8425	0.0013	-1.6195	0.0015	0.717877	0.001814	2.635504	0.005000
0.4700	0.8514	0.0012	-1.6339	0.0015	0.732049	0.001789	2.681429	0.004898
0.4730	0.8598	0.0011	-1.6472	0.0015	0.745344	0.001629	2.724553	0.004829
0.4760	0.8685	0.0010	-1.6614	0.0015	0.759419	0.001604	2.771017	0.004874
0.4790	0.8754	0.0010	-1.6737	0.0014	0.770713	0.001477	2.811067	0.004858
0.4820	0.8813	0.0009	-1.6851	0.0014	0.780460	0.001400	2.848953	0.004509
0.4850	0.8872	0.0008	-1.6966	0.0014	0.790611	0.001321	2.887491	0.004600
0.4880	0.8928	0.0008	-1.7070	0.0013	0.800166	0.001314	2.922846	0.004429
0.4910	0.8981	0.0007	-1.7176	0.0013	0.809292	0.001213	2.958355	0.004289
0.4940	0.9027	0.0007	-1.7271	0.0012	0.817185	0.001134	2.990380	0.004121
0.4970	0.9072	0.0007	-1.7366	0.0013	0.824975	0.001112	3.023309	0.004196
0.5000	0.9112	0.0006	-1.7452	0.0012	0.832167	0.001113	3.052893	0.004280
