#t	m	dm	e	de	x	dx	h	dh
0.3530	0.0922	0.0010	-0.8910	0.0008	0.013285	0.000266	0.797031	0.001366
0.3560	0.0955	0.0010	-0.9034	0.0008	0.014197	0.000275	0.819404	0.001442
0.3590	0.0993	0.0010	-0.9159	0.0008	0.015344	0.000297	0.842345	0.001514
0.3620	0.1024	0.0011	-0.9277	0.0008	0.016291	0.000324	0.864125	0.001494
0.3650	0.1058	0.0012	-0.9405	0.0008	0.017408	0.000346	0.888059	0.001569
0.3680	0.1094	0.0012	-0.9534	0.0008	0.018502	0.000364	0.912464	0.001517
0.3710	0.1136	0.0012	-0.9666	0.0008	0.020115	0.000398	0.937816	0.001653
0.3740	0.1179	0.0012	-0.9794	0.0009	0.021627	0.000416	0.962892	0.001728
0.3770	0.1227	0.0013	-0.9927	0.0009	0.023274	0.000461	0.989222	0.001721
0.3800	0.1284	0.0013	-1.0064	0.0009	0.025512	0.000489	1.016766	0.001752
0.3830	0.1340	0.0015	-1.0209	0.0009	0.027627	0.000525	1.046023	0.001792
0.3860	0.1401	0.0015	-1.0350	0.0009	0.030252	0.000591	1.075258	0.001845
0.3890	0.1484	0.0015	-1.0498	0.0009	0.033895	0.000629	1.106184	0.001912
0.3920	0.1554	0.0016	-1.0641	0.0009	0.036972	0.000693	1.136688	0.001956
0.3950	0.1648	0.0017	-1.0793	0.0009	0.041401	0.000757	1.169080	0.001992
0.3980	0.1750	0.0018	-1.0961	0.0010	0.046609	0.000829	1.205826	0.002006
0.4010	0.1876	0.0020	-1.1127	0.0009	0.052969	0.000910	1.242675	0.002132
0.4040	0.2024	0.0020	-1.1289	0.0010	0.061037	0.001009	1.278988	0.002252
0.4070	0.2172	0.0020	-1.1468	0.0009	0.069591	0.001182	1.320108	0.002341
0.4100	0.2366	0.0022	-1.1656	0.0011	0.081628	0.001330	1.363595	0.002340
0.4130	0.2576	0.0024	-1.1846	0.0011	0.095406	0.001494	1.408749	0.002481
0.4160	0.2844	0.0026	-1.2058	0.0011	0.114108	0.001703	1.459753	0.002522
0.4190	0.3121	0.0028	-1.2266	0.0011	0.134091	0.001854	1.510954	0.002736
0.4220	0.3493	0.0028	-1.2517	0.0012	0.162899	0.002103	1.573120	0.002988
0.4250	0.3929	0.0029	-1.2773	0.0012	0.198326	0.002450	1.638702	0.003181
0.4280	0.4398	0.0030	-1.3054	0.0012	0.239018	0.002513	1.711930	0.003264
0.4310	0.4879	0.0029	-1.3338	0.0012	0.283805	0.002645	1.787328	0.003376
0.4340	0.5409	0.0029	-1.3640	0.0013	0.335161	0.002760	1.869197	0.003524
0.4370	0.5916	0.0028	-1.3957	0.0013	0.387638	0.002718	1.956340	0.003439
0.4400	0.6363	0.0025	-1.4249	0.0012	0.436570	0.002633	2.038616	0.003596
0.4430	0.6790	0.0022	-1.4540	0.0012	0.485775	0.002425	2.121677	0.003565
0.4460	0.7136	0.0019	-1.4806	0.0012	0.528027	0.002324	2.199221	0.003378
0.4490	0.7426	0.0017	-1.5054	0.0011	0.565542	0.002126	2.272610	0.003368
0.4520	0.7673	0.0015	-1.5285	0.0011	0.599205	0.001822	2.342137	0.003123
0.4550	0.7874	0.0013	-1.5498	0.0010	0.627906	0.001711	2.407511	0.003098
0.4580	0.8047	0.0011	-1.5694	0.0010	0.653452	0.001508	2.467945	0.003167
0.4610	0.8193	0.0010	-1.5868	0.0010	0.675611	0.001376	2.522508	0.003106
0.4640	0.8313	0.0008	-1.6041	0.0009	0.694770	0.001325	2.577520	0.003044
0.4670	0.8421	0.0008	-1.6191	0.0009	0.712026	0.001223	2.625272	0.002926
0.4700	0.8517	0.0007	-1.6338	0.0009	0.727748	0.001055	2.673149	0.002932
0.4730	0.8602	0.0006	-1.6475	0.0009	0.741943	0.001035	2.717954	0.002809
0.4760	0.8683	0.0006	-1.6611	0.0008	0.755615	0.000976	2.763039	0.002646
0.4790	0.8752	0.0005	-1.6733	0.0008	0.767349	0.000883	2.803386	0.002746
0.4820	0.8816	0.0005	-1.6852	0.0008	0.778372	0.000874	2.843238	0.002682
0.4850	0.8876	0.0005	-1.6966	0.0008	0.788957	0.000791	2.881347	0.002574
0.4880	0.8931	0.0005	-1.7071	0.0007	0.798547	0.000753	2.917187	0.002559
0.4910	0.8980	0.0004	-1.7174	0.0008	0.807290	0.000737	2.952296	0.002533
0.4940	0.9029	0.0004	-1.7274	0.0007	0.815992	0.000689	2.986680	0.002471
0.4970	0.9073	0.0004	-1.7366	0.0007	0.823940	0.000679	3.018326	0.002356
0.5000	0.9111	0.0003	-1.7454	0.0007	0.830780	0.000643	3.048900	0.002444
