#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	m1	dm1	x	dx	h	dh
1.1100	0.7588	0.0000	0.6894	0.0000	0.6548	0.0000	0.6329	0.0000	0.6195	0.0001	0.7544	0.0000	1.7584	0.0000	0.7544	0.0000	1.5670	-0.0000	17.6045	0.0042
1.1200	0.7388	0.0000	0.6698	0.0000	0.6267	0.0000	0.6035	0.0000	0.5844	0.0001	0.7125	0.0000	1.7419	0.0000	0.7125	0.0000	1.7933	-0.0000	32.3794	0.0068
1.1300	0.7226	0.0000	0.6379	0.0000	0.5890	0.0001	0.5570	0.0001	0.5351	0.0001	0.6543	0.0000	1.7228	0.0000	0.6543	0.0000	1.9984	-0.0000	55.3351	0.0091
1.1400	0.7068	0.0000	0.6081	0.0001	0.5529	0.0001	0.5138	0.0001	0.4839	0.0001	0.5750	0.0000	1.7021	0.0000	0.5750	0.0000	2.1334	-0.0000	84.8869	0.0090
1.1500	0.6739	0.0000	0.5738	0.0001	0.5069	0.0001	0.4632	0.0001	0.4332	0.0001	0.4868	0.0000	1.6803	0.0000	0.4868	0.0000	2.0565	0.0000	101.5234	0.0056
1.1600	0.6569	0.0000	0.5465	0.0001	0.4744	0.0001	0.4224	0.0001	0.3903	0.0000	0.4043	0.0000	1.6609	0.0000	0.4043	0.0000	1.8778	0.0000	101.7218	0.0012
1.1700	0.6504	0.0000	0.5289	0.0001	0.4522	0.0000	0.3986	0.0000	0.3591	0.0000	0.3298	0.0000	1.6431	0.0000	0.3298	0.0000	1.6422	0.0000	92.6419	0.0021
1.1800	0.6240	0.0000	0.4938	0.0001	0.4125	0.0001	0.3507	0.0000	0.3108	0.0000	0.2745	0.0000	1.6278	0.0000	0.2745	0.0000	1.3604	0.0000	75.6189	0.0034
1.1900	0.6074	0.0000	0.4790	0.0001	0.3918	0.0000	0.3360	0.0000	0.2869	0.0000	0.2318	0.0000	1.6140	0.0000	0.2318	0.0000	1.3044	0.0000	61.5696	0.0043
1.2000	0.6069	0.0000	0.4668	0.0000	0.3851	0.0000	0.3251	0.0000	0.2798	0.0000	0.2010	0.0000	1.6016	0.0000	0.2010	0.0000	1.1600	0.0000	49.3646	0.0041
1.2100	0.5870	0.0000	0.4432	0.0001	0.3524	0.0000	0.2965	0.0000	0.2545	0.0000	0.1812	0.0000	1.5911	0.0000	0.1812	0.0000	1.0991	0.0000	41.5127	0.0038
1.2200	0.5888	0.0000	0.4412	0.0000	0.3408	0.0000	0.2796	0.0000	0.2287	0.0000	0.1597	0.0000	1.5804	0.0000	0.1597	0.0000	1.0076	0.0000	33.7770	0.0034
1.2300	0.5564	0.0001	0.4038	0.0001	0.3193	0.0000	0.2584	0.0000	0.2140	0.0000	0.1507	0.0000	1.5713	0.0000	0.1507	0.0000	0.9378	0.0000	29.6361	0.0030
1.2400	0.5691	0.0001	0.4254	0.0000	0.3237	0.0000	0.2538	0.0000	0.2074	0.0000	0.1377	0.0000	1.5624	0.0000	0.1377	0.0000	0.8669	0.0000	25.0778	0.0025
1.2500	0.5587	0.0001	0.4166	0.0000	0.3197	0.0000	0.2387	0.0000	0.1887	0.0000	0.1284	0.0000	1.5532	0.0000	0.1284	0.0000	0.8584	0.0000	22.0582	0.0024
1.2600	0.5209	0.0001	0.3692	0.0001	0.2826	0.0000	0.2126	0.0000	0.1679	0.0000	0.1180	0.0000	1.5439	0.0000	0.1180	0.0000	0.8319	0.0000	18.9524	0.0021
1.2700	0.5235	0.0001	0.3780	0.0000	0.2807	0.0000	0.2086	0.0000	0.1678	0.0000	0.1124	0.0000	1.5367	0.0000	0.1124	0.0000	0.8113	0.0000	17.2160	0.0020
1.2800	0.5297	0.0001	0.3716	0.0000	0.2724	0.0000	0.1939	0.0000	0.1552	0.0000	0.1059	0.0000	1.5285	0.0000	0.1059	0.0000	0.7784	0.0000	15.5392	0.0018
1.2900	0.5315	0.0000	0.3786	0.0000	0.2716	0.0000	0.2026	0.0000	0.1556	0.0000	0.1009	0.0000	1.5211	0.0000	0.1009	0.0000	0.7165	0.0000	14.2341	0.0016
1.3000	0.5060	0.0001	0.3570	0.0000	0.2510	0.0000	0.1845	0.0000	0.1412	0.0000	0.0954	0.0000	1.5141	0.0000	0.0954	0.0000	0.6754	0.0000	12.8284	0.0015
1.3100	0.5199	0.0000	0.3379	0.0000	0.2367	0.0000	0.1803	0.0000	0.1365	0.0000	0.0914	0.0000	1.5074	0.0000	0.0914	0.0000	0.6627	0.0000	11.4211	0.0013
1.3200	0.5061	0.0000	0.3531	0.0000	0.2308	0.0000	0.1749	0.0000	0.1268	0.0000	0.0886	0.0000	1.5008	0.0000	0.0886	0.0000	0.6280	0.0000	10.9897	0.0013
1.3300	0.4873	0.0001	0.3216	0.0000	0.2335	0.0000	0.1705	0.0000	0.1245	0.0000	0.0850	0.0000	1.4939	0.0000	0.0850	0.0000	0.6469	0.0000	10.0661	0.0011
1.3400	0.5106	0.0001	0.3491	0.0000	0.2309	0.0000	0.1724	0.0000	0.1196	0.0000	0.0811	0.0000	1.4882	0.0000	0.0811	0.0000	0.6147	0.0000	9.4041	0.0012
1.3500	0.4623	0.0001	0.3079	0.0000	0.2229	0.0000	0.1618	0.0000	0.1252	0.0000	0.0793	0.0000	1.4815	0.0000	0.0793	0.0000	0.6131	0.0000	8.7706	0.0011
1.3600	0.4911	0.0000	0.2890	0.0000	0.2003	0.0000	0.1472	0.0000	0.1033	0.0000	0.0763	0.0000	1.4772	0.0000	0.0763	0.0000	0.5773	0.0000	7.9887	0.0010
1.3700	0.4689	0.0001	0.3054	0.0000	0.2031	0.0000	0.1344	0.0000	0.0983	0.0000	0.0745	0.0000	1.4723	0.0000	0.0745	0.0000	0.5577	0.0000	7.8462	0.0010
1.3800	0.4525	0.0001	0.2740	0.0000	0.1807	0.0000	0.1240	0.0000	0.0931	0.0000	0.0720	0.0000	1.4648	0.0000	0.0720	0.0000	0.5364	0.0000	7.3006	0.0009
1.3900	0.4633	0.0001	0.2949	0.0000	0.1931	0.0000	0.1339	0.0000	0.0969	0.0000	0.0705	0.0000	1.4601	0.0000	0.0705	0.0000	0.5476	0.0000	6.9397	0.0009
1.4000	0.4385	0.0002	0.2580	0.0002	0.1955	0.0001	0.1352	0.0001	0.1009	0.0001	0.0679	0.0000	1.4551	0.0000	0.0679	0.0000	0.5098	0.0000	6.5591	0.0028
1.4500	0.4510	0.0002	0.2409	0.0001	0.1442	0.0001	0.0887	0.0001	0.0489	0.0001	0.0607	0.0000	1.4311	0.0000	0.0607	0.0000	0.4716	0.0000	5.4564	0.0024
1.5000	0.4305	0.0002	0.2412	0.0001	0.1230	0.0001	0.0934	0.0001	0.0531	0.0001	0.0529	0.0000	1.4080	0.0000	0.0529	0.0000	0.4166	0.0000	4.0226	0.0019
1.5500	0.4382	0.0002	0.2478	0.0001	0.1467	0.0001	0.0943	0.0001	0.0456	0.0001	0.0503	0.0000	1.3910	0.0000	0.0503	0.0000	0.3898	0.0000	3.6732	0.0017
1.6000	0.3390	0.0002	0.1551	0.0001	0.0832	0.0001	0.0372	0.0001	0.0257	0.0001	0.0469	0.0000	1.3753	0.0000	0.0469	0.0000	0.3651	0.0001	3.1344	0.0013
1.6500	0.3935	0.0002	0.2015	0.0001	0.1119	0.0001	0.0547	0.0001	0.0366	0.0001	0.0434	0.0000	1.3580	0.0000	0.0434	0.0000	0.2980	0.0001	2.8154	0.0013
1.7000	0.3280	0.0002	0.1580	0.0001	0.0759	0.0001	0.0443	0.0001	0.0230	0.0001	0.0414	0.0000	1.3437	0.0000	0.0414	0.0000	0.3157	0.0003	2.4616	0.0012
1.7500	0.3818	0.0002	0.2005	0.0001	0.0903	0.0001	0.0365	0.0001	0.0204	0.0001	0.0389	0.0000	1.3326	0.0000	0.0389	0.0000	0.3054	0.0002	2.1682	0.0010
1.8000	0.3440	0.0002	0.1294	0.0001	0.0853	0.0001	0.0430	0.0001	0.0265	0.0001	0.0393	0.0000	1.3185	0.0000	0.0393	0.0000	0.3146	0.0003	2.3082	0.0013
1.8500	0.3415	0.0002	0.1589	0.0001	0.0569	0.0001	0.0190	0.0001	0.0211	0.0001	0.0373	0.0000	1.3083	0.0000	0.0373	0.0000	0.2781	0.0003	2.0138	0.0015
1.9000	0.2945	0.0002	0.1453	0.0001	0.0532	0.0001	0.0092	0.0001	0.0146	0.0001	0.0352	0.0000	1.2959	0.0000	0.0352	0.0000	0.2915	0.0005	1.9702	0.0028
1.9500	0.2888	0.0002	0.0913	0.0001	0.0266	0.0001	-0.0005	0.0001	-0.0006	0.0001	0.0340	0.0000	1.2890	0.0000	0.0340	0.0000	0.3155	0.0008	2.0761	0.0049
2.0000	0.2868	0.0002	0.1278	0.0001	0.0491	0.0001	0.0139	0.0001	-0.0136	0.0001	0.0335	0.0000	1.2793	0.0000	0.0335	0.0000	0.3162	0.0007	1.9411	0.0043
2.0500	0.3157	0.0002	0.1658	0.0001	0.0808	0.0001	0.0352	0.0001	0.0077	0.0001	0.0313	0.0000	1.2710	0.0000	0.0313	0.0000	0.2772	0.0008	1.9053	0.0073
2.1000	0.3302	0.0002	0.1075	0.0001	0.0778	0.0001	0.0307	0.0001	0.0224	0.0001	0.0309	0.0000	1.2630	0.0000	0.0309	0.0000	0.3054	0.0008	1.9326	0.0063
