0.9978	1.9968
0.9333	1.7536
0.8740	1.6528
0.8715	1.6484
0.8707	1.6476
0.5802	1.4684
0.5738	1.4612
0.5467	1.4568
0.5419	1.4584
0.5386	1.4536
0.5328	1.4536
0.5336	1.4540
0.5328	1.4536
0.5614	1.4440
0.5576	1.4408
0.5521	1.4388
0.5290	1.4336
0.5284	1.4320
0.5289	1.4308
0.5123	1.4212
0.5119	1.4212
0.5059	1.4184
0.4314	1.3972
0.4479	1.3980
0.4488	1.3968
0.4506	1.3980
0.4476	1.3976
0.4440	1.3956
0.4440	1.3956
0.4321	1.3936
0.4228	1.3964
0.4242	1.3976
0.4299	1.3972
0.4306	1.3952
0.4328	1.3944
0.4251	1.3816
0.3804	1.3840
0.3776	1.3828
0.3484	1.3768
0.3486	1.3776
0.3449	1.3784
0.3608	1.3752
0.3598	1.3720
0.3591	1.3716
0.3675	1.3712
0.3532	1.3656
0.3524	1.3644
0.3498	1.3652
0.3489	1.3648
0.3482	1.3648
0.3478	1.3644
0.3455	1.3620
0.3451	1.3608
0.3411	1.3552
0.3408	1.3548
0.3394	1.3544
0.3390	1.3536
0.3391	1.3512
0.3291	1.3468
0.3305	1.3416
0.3306	1.3408
0.3181	1.3340
0.3249	1.3308
0.3260	1.3292
0.2970	1.3160
0.2916	1.3104
0.2916	1.3112
0.2915	1.3092
0.2902	1.3072
0.2937	1.3044
0.2922	1.3004
0.2902	1.2936
0.2906	1.2888
0.2734	1.2864
0.2363	1.2780
0.2345	1.2760
0.2252	1.2716
0.2251	1.2696
0.1814	1.2608
0.1817	1.2612
0.1790	1.2636
0.1770	1.2564
0.1771	1.2572
0.1771	1.2568
0.1773	1.2560
0.1896	1.2516
0.1918	1.2492
0.1909	1.2480
0.1806	1.2440
0.1825	1.2416
0.1696	1.2400
0.1659	1.2392
0.1652	1.2388
0.1649	1.2384
0.1652	1.2384
0.1709	1.2412
0.1477	1.2340
0.1226	1.2292
0.1189	1.2280
0.1218	1.2276
0.1328	1.2248
0.1476	1.2252
0.1479	1.2256
0.1478	1.2248
0.1421	1.2272
0.1392	1.2272
0.1443	1.2248
0.1443	1.2244
0.1444	1.2228
0.1464	1.2216
0.1413	1.2204
0.1405	1.2196
0.1419	1.2196
0.1406	1.2176
0.1402	1.2172
0.1389	1.2156
0.1392	1.2148
0.1388	1.2124
0.1223	1.2072
0.1174	1.2068
0.1227	1.2060
0.1204	1.2048
0.1139	1.2064
0.1144	1.2056
0.1148	1.2052
0.1225	1.2060
0.1235	1.2064
0.1250	1.2048
0.1272	1.2032
0.1258	1.2044
0.1251	1.2048
0.1225	1.2028
0.1190	1.2016
0.1169	1.2004
0.1173	1.2008
0.1288	1.1960
0.1281	1.1964
0.1166	1.1932
0.1159	1.1928
0.1140	1.1932
0.1008	1.1912
0.1008	1.1908
0.0971	1.1852
0.1010	1.1836
0.1006	1.1804
0.1013	1.1804
0.1022	1.1820
0.0989	1.1808
0.0993	1.1752
0.0981	1.1752
0.0995	1.1748
0.1002	1.1752
0.0956	1.1684
0.0952	1.1684
0.0953	1.1684
0.0949	1.1676
0.0950	1.1676
0.0961	1.1672
0.1083	1.1680
0.0987	1.1636
0.0995	1.1632
0.1126	1.1640
0.1091	1.1628
0.1106	1.1620
0.1121	1.1616
0.1109	1.1624
0.1114	1.1628
0.1074	1.1584
0.1159	1.1564
0.1158	1.1560
0.1159	1.1568
0.1166	1.1552
0.1206	1.1560
0.1202	1.1552
0.1199	1.1552
