#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	m1	dm1	x	dx	h	dh
1.6000	0.1829	0.0001	0.0606	0.0001	0.0079	0.0000	0.0163	0.0000	0.0065	0.0000	0.0266	0.0000	0.6541	0.0000	0.0195	0.0000	1.9304	0.0065	0.5626	0.0009
1.6500	0.1407	0.0001	0.0468	0.0001	0.0053	0.0001	0.0133	0.0000	0.0113	0.0000	0.0259	0.0000	0.6493	0.0000	0.0191	0.0000	1.9746	0.0070	1.0057	0.0045
1.7000	0.1470	0.0001	0.0002	0.0001	0.0004	0.0000	0.0072	0.0000	0.0083	0.0000	0.0264	0.0000	0.6384	0.0000	0.0201	0.0000	1.9821	0.0069	0.8179	0.0027
1.7500	0.0900	0.0001	0.0324	0.0001	0.0273	0.0001	0.0172	0.0000	0.0121	0.0000	0.0245	0.0000	0.6346	0.0000	0.0195	0.0000	2.2074	0.0081	0.8349	0.0029
1.8000	0.0647	0.0001	0.0086	0.0001	0.0270	0.0001	0.0022	0.0000	0.0214	0.0000	0.0262	0.0000	0.6182	0.0000	0.0207	0.0000	2.2280	0.0089	1.6427	0.0086
1.8500	0.1574	0.0001	0.0400	0.0001	0.0061	0.0001	0.0008	0.0000	0.0039	0.0000	0.0257	0.0000	0.6193	0.0000	0.0185	0.0000	1.9299	0.0072	1.0717	0.0060
1.9000	0.2836	0.0001	0.0399	0.0001	0.0198	0.0001	0.0071	0.0000	0.0166	0.0000	0.0259	0.0000	0.6074	0.0000	0.0199	0.0000	2.1713	0.0082	1.8648	0.0080
1.9500	0.1436	0.0001	0.0273	0.0001	0.0235	0.0000	0.0305	0.0000	0.0114	0.0000	0.0256	0.0000	0.6045	0.0000	0.0191	0.0000	1.8948	0.0072	1.7708	0.0093
2.0000	0.1376	0.0001	0.0749	0.0001	0.0174	0.0001	0.0057	0.0000	0.0040	0.0000	0.0254	0.0000	0.5972	0.0000	0.0192	0.0000	1.9948	0.0076	1.8914	0.0098
2.0500	0.1041	0.0001	0.0067	0.0001	0.0245	0.0001	0.0063	0.0000	0.0285	0.0000	0.0231	0.0000	0.5963	0.0000	0.0192	0.0000	2.0252	0.0079	1.9929	0.0108
2.1000	0.0996	0.0001	0.0144	0.0001	0.0053	0.0000	0.0135	0.0000	0.0065	0.0000	0.0244	0.0000	0.5857	0.0000	0.0193	0.0000	2.0694	0.0084	2.7914	0.0141
