#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	m1	dm1	x	dx	h	dh
2.0000	0.1388	0.0000	0.0328	0.0000	0.0098	0.0000	-0.0001	0.0000	0.0055	0.0000	0.0247	0.0000	0.7205	0.0000	0.0192	0.0000	0.2084	0.0002	0.4660	0.0003
2.0500	0.1505	0.0000	0.0324	0.0000	0.0068	0.0000	0.0041	0.0000	0.0044	0.0000	0.0244	0.0000	0.7138	0.0000	0.0192	0.0000	0.1911	0.0002	0.4520	0.0002
2.1000	0.1190	0.0000	0.0226	0.0000	0.0085	0.0000	-0.0027	0.0000	0.0041	0.0000	0.0247	0.0000	0.7081	0.0000	0.0194	0.0000	0.1824	0.0002	0.4565	0.0003
2.1500	0.1284	0.0000	0.0376	0.0000	-0.0025	0.0000	-0.0059	0.0000	-0.0023	0.0000	0.0240	0.0000	0.7018	0.0000	0.0187	0.0000	0.1818	0.0002	0.4629	0.0003
2.2000	0.1318	0.0000	0.0320	0.0000	0.0101	0.0000	0.0044	0.0000	0.0077	0.0000	0.0241	0.0000	0.6966	0.0000	0.0188	0.0000	0.1751	0.0002	0.4508	0.0003
2.2500	0.1158	0.0000	0.0247	0.0000	0.0090	0.0000	-0.0020	0.0000	0.0019	0.0000	0.0238	0.0000	0.6916	0.0000	0.0189	0.0000	0.1718	0.0002	0.4775	0.0005
2.3000	0.1257	0.0000	0.0358	0.0000	0.0001	0.0000	-0.0031	0.0000	-0.0054	0.0000	0.0240	0.0000	0.6880	0.0000	0.0184	0.0000	0.1579	0.0002	0.4911	0.0005
2.3500	0.1135	0.0000	0.0240	0.0000	0.0057	0.0000	0.0077	0.0000	0.0001	0.0000	0.0236	0.0000	0.6828	0.0000	0.0184	0.0000	0.1568	0.0002	0.4973	0.0006
2.4000	0.1059	0.0000	0.0217	0.0000	-0.0002	0.0000	0.0006	0.0000	0.0055	0.0000	0.0232	0.0000	0.6771	0.0000	0.0183	0.0000	0.1592	0.0002	0.4865	0.0006
2.4500	0.1312	0.0000	0.0235	0.0000	0.0095	0.0000	0.0070	0.0000	0.0010	0.0000	0.0234	0.0000	0.6731	0.0000	0.0183	0.0000	0.1484	0.0002	0.4822	0.0006
2.5000	0.0974	0.0000	0.0201	0.0000	-0.0006	0.0000	0.0020	0.0000	0.0024	0.0000	0.0235	0.0000	0.6702	0.0000	0.0182	0.0000	0.1407	0.0002	0.5026	0.0006
2.5500	0.0972	0.0000	0.0235	0.0000	0.0082	0.0000	-0.0023	0.0000	0.0044	0.0000	0.0224	0.0000	0.6667	0.0000	0.0178	0.0000	0.1397	0.0002	0.4948	0.0007
2.6000	0.1240	0.0000	0.0127	0.0000	0.0000	0.0000	0.0007	0.0000	0.0016	0.0000	0.0227	0.0000	0.6627	0.0000	0.0175	0.0000	0.1307	0.0002	0.5217	0.0008
2.6500	0.0931	0.0000	0.0182	0.0000	0.0004	0.0000	-0.0068	0.0000	-0.0033	0.0000	0.0230	0.0000	0.6592	0.0000	0.0181	0.0000	0.1377	0.0002	0.5463	0.0010
2.7000	0.1137	0.0000	0.0276	0.0000	0.0095	0.0000	-0.0008	0.0000	-0.0059	0.0000	0.0225	0.0000	0.6545	0.0000	0.0177	0.0000	0.1212	0.0002	0.5137	0.0008
