#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	m1	dm1	x	dx	h	dh
1.5500	0.0874	0.0001	0.0161	0.0000	-0.0097	0.0000	-0.0019	0.0000	-0.0031	0.0000	0.0219	0.0000	0.3550	0.0000	0.0137	0.0000	1.1349	0.0050	0.5890	0.0018
1.6000	0.0485	0.0001	0.0081	0.0000	0.0081	0.0000	0.0079	0.0000	0.0046	0.0000	0.0221	0.0000	0.3485	0.0000	0.0136	0.0000	1.1251	0.0051	0.6139	0.0020
1.6500	0.0653	0.0001	0.0169	0.0000	-0.0080	0.0000	-0.0011	0.0000	-0.0084	0.0000	0.0221	0.0000	0.3433	0.0000	0.0134	0.0000	1.1987	0.0058	0.4139	0.0007
1.7000	0.0684	0.0001	0.0025	0.0000	-0.0034	0.0000	-0.0046	0.0000	-0.0038	0.0000	0.0217	0.0000	0.3381	0.0000	0.0132	0.0000	1.0834	0.0051	0.5549	0.0018
1.7500	0.0683	0.0001	0.0006	0.0000	-0.0010	0.0000	0.0069	0.0000	0.0005	0.0000	0.0221	0.0000	0.3349	0.0000	0.0134	0.0000	0.9858	0.0049	0.5972	0.0020
1.8000	0.0840	0.0001	0.0083	0.0000	0.0044	0.0000	-0.0088	0.0000	0.0012	0.0000	0.0212	0.0000	0.3305	0.0000	0.0136	0.0000	0.9917	0.0048	0.5724	0.0019
1.8500	0.0956	0.0001	0.0071	0.0000	0.0021	0.0000	0.0072	0.0000	0.0045	0.0000	0.0214	0.0000	0.3239	0.0000	0.0133	0.0000	0.9855	0.0048	0.3900	0.0005
1.9000	0.0771	0.0001	0.0133	0.0000	-0.0025	0.0000	-0.0049	0.0000	0.0001	0.0000	0.0207	0.0000	0.3209	0.0000	0.0132	0.0000	0.8903	0.0042	0.5385	0.0017
1.9500	0.0285	0.0001	0.0127	0.0000	0.0044	0.0000	0.0071	0.0000	0.0076	0.0000	0.0201	0.0000	0.3172	0.0000	0.0134	0.0000	0.8969	0.0045	0.5486	0.0018
2.0000	0.0696	0.0001	-0.0051	0.0000	-0.0080	0.0000	-0.0038	0.0000	-0.0001	0.0000	0.0224	0.0000	0.3134	0.0000	0.0131	0.0000	0.8459	0.0042	0.6048	0.0020
2.0500	0.0656	0.0001	-0.0026	0.0000	-0.0030	0.0000	0.0070	0.0000	-0.0005	0.0000	0.0217	0.0000	0.3114	0.0000	0.0132	0.0000	0.8914	0.0046	0.7815	0.0037
2.1000	0.0906	0.0001	-0.0001	0.0000	-0.0019	0.0000	0.0056	0.0000	0.0007	0.0000	0.0217	0.0000	0.3083	0.0000	0.0141	0.0000	0.7775	0.0039	0.8505	0.0030
