#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	m1	dm1	x	dx	h	dh
1.5500	0.0571	0.0001	-0.0008	0.0000	0.0082	0.0000	0.0040	0.0000	-0.0053	0.0000	0.0203	0.0000	0.1880	0.0000	0.0106	0.0000	2.1194	0.0103	0.6619	0.0030
1.6000	0.0345	0.0001	-0.0132	0.0000	-0.0021	0.0000	-0.0001	0.0000	0.0027	0.0000	0.0202	0.0000	0.1850	0.0000	0.0107	0.0000	2.0319	0.0102	0.9741	0.0058
1.6500	0.0563	0.0001	0.0089	0.0000	-0.0046	0.0000	-0.0017	0.0000	0.0001	0.0000	0.0217	0.0000	0.1809	0.0000	0.0105	0.0000	1.7202	0.0085	0.9099	0.0042
1.7000	0.0564	0.0001	0.0035	0.0000	0.0039	0.0000	0.0086	0.0000	-0.0017	0.0000	0.0194	0.0000	0.1772	0.0000	0.0104	0.0000	1.8556	0.0099	0.3331	0.0003
1.7500	0.0558	0.0000	0.0068	0.0000	0.0018	0.0000	0.0056	0.0000	0.0010	0.0000	0.0200	0.0000	0.1752	0.0000	0.0103	0.0000	1.6929	0.0087	0.5316	0.0017
1.8000	0.0354	0.0000	0.0057	0.0000	-0.0010	0.0000	-0.0022	0.0000	-0.0024	0.0000	0.0187	0.0000	0.1718	0.0000	0.0105	0.0000	1.6023	0.0084	0.3673	0.0010
1.8500	0.0326	0.0000	-0.0008	0.0000	0.0040	0.0000	-0.0014	0.0000	0.0008	0.0000	0.0195	0.0000	0.1703	0.0000	0.0107	0.0000	1.6090	0.0084	0.6511	0.0035
1.9000	0.0413	0.0000	-0.0098	0.0000	0.0122	0.0000	0.0037	0.0000	0.0008	0.0000	0.0200	0.0000	0.1685	0.0000	0.0106	0.0000	1.5525	0.0080	0.6619	0.0030
1.9500	0.0472	0.0001	-0.0047	0.0000	0.0012	0.0000	0.0010	0.0000	0.0005	0.0000	0.0197	0.0000	0.1665	0.0000	0.0109	0.0000	1.5323	0.0080	0.6089	0.0028
2.0000	0.0300	0.0000	0.0006	0.0000	-0.0012	0.0000	0.0054	0.0000	0.0011	0.0000	0.0192	0.0000	0.1637	0.0000	0.0111	0.0000	1.5146	0.0080	0.9061	0.0046
2.0500	0.0456	0.0001	0.0066	0.0000	0.0076	0.0000	0.0095	0.0000	-0.0007	0.0000	0.0197	0.0000	0.1633	0.0000	0.0112	0.0000	1.3618	0.0072	0.8819	0.0045
2.1000	0.0199	0.0000	0.0129	0.0000	-0.0066	0.0000	0.0168	0.0000	0.0007	0.0000	0.0222	0.0000	0.1624	0.0000	0.0111	0.0000	1.4418	0.0077	1.1569	0.0059
