0.9794	1.7328
0.9793	1.7328
0.9742	1.7088
0.2356	1.5052
0.1984	1.4940
0.1581	1.4544
0.2331	1.4420
0.2526	1.4280
0.2362	1.4184
0.2228	1.4148
0.2250	1.4144
0.2225	1.4072
0.2221	1.4068
0.2202	1.4056
0.2202	1.4028
0.2220	1.3988
0.2141	1.3936
0.2156	1.3924
0.2158	1.3916
0.2060	1.3860
0.2059	1.3860
0.1777	1.3768
0.1776	1.3760
0.1735	1.3736
0.1733	1.3724
0.1390	1.3644
0.1388	1.3644
0.1400	1.3648
0.1471	1.3612
0.1574	1.3576
0.2678	1.3404
0.2729	1.3376
0.2730	1.3384
0.2651	1.3268
0.2643	1.3256
0.2624	1.3240
0.2621	1.3228
0.2609	1.3204
0.2603	1.3200
0.2590	1.3188
0.2690	1.3080
0.2294	1.2880
0.2058	1.2752
0.2065	1.2728
0.2051	1.2704
0.2068	1.2680
0.2079	1.2692
0.2026	1.2656
0.2006	1.2652
0.2019	1.2652
0.2016	1.2652
0.2087	1.2572
0.2093	1.2556
0.2102	1.2532
0.2103	1.2524
0.2110	1.2504
0.1940	1.2484
0.1966	1.2456
0.1946	1.2448
0.1789	1.2432
0.1805	1.2424
0.1917	1.2376
0.1910	1.2372
0.1872	1.2308
0.1898	1.2308
0.1885	1.2296
0.1174	1.2132
0.1040	1.2084
0.1048	1.2080
0.1057	1.2064
0.1047	1.2064
0.1045	1.2052
0.1022	1.2036
0.1009	1.2032
0.1009	1.2024
0.1000	1.2020
0.0979	1.2016
0.0956	1.1972
0.0969	1.1972
0.1008	1.1944
0.0995	1.1940
0.0993	1.1940
0.1015	1.1908
0.1010	1.1892
0.1005	1.1884
0.1031	1.1864
0.1039	1.1848
0.1033	1.1844
0.0877	1.1796
0.0884	1.1800
0.0893	1.1800
0.0898	1.1796
0.0893	1.1792
0.0915	1.1776
0.0900	1.1784
0.0900	1.1780
0.0903	1.1760
0.0896	1.1760
0.0894	1.1764
0.0899	1.1752
0.0848	1.1716
0.0846	1.1708
0.0842	1.1704
0.0851	1.1660
0.0836	1.1660
0.0810	1.1624
0.0811	1.1612
0.0809	1.1600
0.0804	1.1600
0.0808	1.1600
0.0818	1.1592
0.0847	1.1576
0.0669	1.1548
0.0618	1.1492
0.0636	1.1484
0.0448	1.1400
0.0460	1.1384
0.0417	1.1352
0.0361	1.1324
0.0361	1.1312
0.0459	1.1264
0.0445	1.1256
0.0436	1.1232
0.0438	1.1228
0.0458	1.1228
0.0456	1.1216
0.0433	1.1192
0.0432	1.1184
0.0515	1.1208
0.0526	1.1200
0.0528	1.1204
0.0521	1.1200
0.0484	1.1188
0.0535	1.1140
0.0533	1.1140
0.0527	1.1132
0.0617	1.1096
0.0622	1.1088
0.0615	1.1088
0.0666	1.1044
0.0690	1.1032
0.0696	1.1028
0.0709	1.1016
0.0681	1.1008
0.0666	1.0992
0.0742	1.0952
0.0737	1.0948
0.0738	1.0952
0.0796	1.0940
0.0796	1.0936
0.0781	1.0948
0.0786	1.0928
0.0875	1.0892
0.0876	1.0884
0.0843	1.0884
0.0837	1.0884
0.0985	1.0856
0.0981	1.0856
0.0987	1.0844
0.0986	1.0848
0.1066	1.0796
0.1064	1.0780
0.1078	1.0768
0.1091	1.0760
0.1085	1.0752
0.1093	1.0732
0.1161	1.0716
0.1155	1.0716
0.1148	1.0708
0.1147	1.0692
0.1117	1.0684
0.1114	1.0676
0.1113	1.0680
0.1060	1.0668
0.1340	1.0596
0.1339	1.0588
0.1169	1.0492
0.1167	1.0468
0.1183	1.0424
0.1120	1.0412
0.1115	1.0412
0.1113	1.0408
0.1110	1.0404
0.1102	1.0400
0.1054	1.0408
0.1061	1.0404
0.1051	1.0368
0.1053	1.0368
0.1059	1.0356
0.1056	1.0352
0.1075	1.0344
0.1056	1.0348
0.0929	1.0316
0.0832	1.0324
0.0844	1.0316
0.0836	1.0312
0.0769	1.0288
0.0752	1.0304
0.0761	1.0312
0.0776	1.0296
0.0780	1.0300
0.0752	1.0292
0.0759	1.0288
0.0663	1.0260
0.0656	1.0264
0.0648	1.0264
0.0678	1.0228
0.0686	1.0224
0.0684	1.0224
0.0631	1.0224
0.0638	1.0220
0.0636	1.0220
0.0636	1.0212
0.0630	1.0212
0.0636	1.0212
0.0640	1.0212
0.0634	1.0204
0.0648	1.0188
0.0634	1.0184
0.0668	1.0208
0.0647	1.0196
0.0662	1.0192
0.0571	1.0180
0.0589	1.0156
0.0589	1.0144
0.0592	1.0144
0.0587	1.0136
0.0397	1.0024
0.0373	1.0016
0.0354	1.0008
0.0348	1.0000
0.0347	0.9996
0.0360	0.9972
0.0373	0.9968
0.0385	0.9952
0.0344	0.9964
0.0346	0.9964
0.0322	0.9904
0.0337	0.9908
0.0336	0.9904
0.0322	0.9896
0.0325	0.9896
0.0338	0.9880
0.0336	0.9868
0.0301	0.9852
0.0234	0.9840
0.0271	0.9816
0.0274	0.9816
0.0278	0.9808
0.0270	0.9804
0.0258	0.9808
0.0276	0.9808
0.0261	0.9804
0.0261	0.9796
0.0269	0.9796
0.0273	0.9788
0.0236	0.9792
0.0232	0.9788
0.0210	0.9772
0.0217	0.9764
0.0226	0.9760
0.0240	0.9756
0.0245	0.9752
0.0239	0.9748
0.0234	0.9736
0.0232	0.9732
0.0231	0.9740
0.0228	0.9736
0.0226	0.9736
0.0228	0.9732
0.0229	0.9732
0.0231	0.9740
0.0226	0.9728
0.0213	0.9724
0.0211	0.9716
0.0219	0.9708
0.0210	0.9708
0.0207	0.9688
0.0146	0.9676
0.0145	0.9668
0.0153	0.9664
0.0135	0.9664
0.0130	0.9656
0.0134	0.9656
0.0132	0.9656
0.0131	0.9648
0.0130	0.9644
0.0142	0.9648
0.0138	0.9644
0.0154	0.9656
0.0163	0.9644
0.0175	0.9636
0.0166	0.9628
