#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	m1	dm1	x	dx	h	dh
1.5500	0.2616	0.0001	0.0711	0.0001	0.0242	0.0001	-0.0040	0.0001	0.0111	0.0000	0.0276	0.0000	0.8069	0.0000	0.0219	0.0000	1.4246	0.0046	0.7913	0.0023
1.6000	0.2869	0.0001	0.0721	0.0001	0.0209	0.0001	0.0107	0.0001	0.0034	0.0000	0.0291	0.0000	0.7997	0.0000	0.0226	0.0000	1.2767	0.0039	1.1768	0.0038
1.6500	0.1050	0.0001	0.0164	0.0001	-0.0135	0.0001	0.0251	0.0001	0.0178	0.0000	0.0278	0.0000	0.7856	0.0000	0.0211	0.0000	1.4111	0.0044	0.8780	0.0025
1.7000	0.1938	0.0001	0.0703	0.0001	0.0132	0.0001	-0.0047	0.0001	-0.0141	0.0000	0.0277	0.0000	0.7776	0.0000	0.0221	0.0000	1.2830	0.0046	0.5375	0.0002
1.7500	0.1266	0.0001	0.0555	0.0001	0.0075	0.0001	0.0002	0.0001	0.0142	0.0000	0.0278	0.0000	0.7673	0.0000	0.0221	0.0000	1.4916	0.0053	1.1543	0.0046
1.8000	0.1558	0.0001	0.0459	0.0001	0.0044	0.0001	0.0078	0.0001	0.0073	0.0000	0.0272	0.0000	0.7564	0.0000	0.0214	0.0000	1.2972	0.0049	0.8993	0.0034
1.8500	0.1146	0.0001	0.0546	0.0001	0.0134	0.0001	-0.0030	0.0000	-0.0009	0.0000	0.0270	0.0000	0.7492	0.0000	0.0208	0.0000	1.4452	0.0056	1.2841	0.0065
1.9000	0.1943	0.0001	0.0112	0.0001	0.0179	0.0001	-0.0159	0.0001	0.0130	0.0000	0.0279	0.0000	0.7375	0.0000	0.0217	0.0000	1.4067	0.0052	1.3237	0.0061
1.9500	0.1012	0.0001	0.0396	0.0001	-0.0096	0.0001	-0.0102	0.0001	-0.0351	0.0000	0.0269	0.0000	0.7291	0.0000	0.0213	0.0000	1.4256	0.0054	1.4811	0.0070
2.0000	0.1547	0.0001	0.0423	0.0001	0.0421	0.0001	0.0115	0.0000	0.0041	0.0000	0.0263	0.0000	0.7220	0.0000	0.0218	0.0000	1.4542	0.0061	1.8011	0.0104
2.0500	0.1501	0.0001	0.0475	0.0001	-0.0069	0.0001	-0.0026	0.0001	0.0217	0.0000	0.0271	0.0000	0.7214	0.0000	0.0216	0.0000	1.4483	0.0056	1.3538	0.0082
2.1000	0.1406	0.0001	0.0102	0.0001	0.0105	0.0001	0.0048	0.0001	0.0084	0.0000	0.0278	0.0000	0.7174	0.0000	0.0222	0.0000	1.4386	0.0058	2.6783	0.0119
