#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	m1	dm1	x	dx	h	dh
1.5500	0.2489	0.0001	0.1387	0.0001	0.0575	0.0001	0.0307	0.0001	0.0024	0.0001	0.0371	0.0000	1.0231	0.0000	0.0309	0.0000	0.6513	0.0016	1.1001	0.0019
1.6000	0.3534	0.0001	0.0941	0.0001	0.0239	0.0001	0.0067	0.0001	-0.0075	0.0001	0.0357	0.0000	1.0084	0.0000	0.0294	0.0000	0.7612	0.0020	1.0108	0.0011
1.6500	0.2005	0.0001	0.0907	0.0001	0.0616	0.0001	0.0279	0.0001	0.0027	0.0001	0.0331	0.0000	0.9931	0.0000	0.0276	0.0000	0.8338	0.0024	0.7949	0.0005
1.7000	0.2717	0.0001	0.1013	0.0001	0.0435	0.0001	0.0097	0.0001	0.0006	0.0001	0.0343	0.0000	0.9853	0.0000	0.0285	0.0000	0.7728	0.0023	0.9519	0.0016
1.7500	0.1894	0.0001	0.0678	0.0001	0.0280	0.0001	0.0110	0.0001	0.0052	0.0001	0.0331	0.0000	0.9699	0.0000	0.0278	0.0000	0.7471	0.0025	1.0170	0.0026
1.8000	0.2819	0.0001	0.0634	0.0001	0.0244	0.0001	-0.0083	0.0001	0.0064	0.0001	0.0328	0.0000	0.9594	0.0000	0.0273	0.0000	0.7582	0.0025	0.9248	0.0019
1.8500	0.1980	0.0001	0.0545	0.0001	-0.0102	0.0001	0.0439	0.0001	0.0170	0.0001	0.0310	0.0000	0.9492	0.0000	0.0258	0.0000	0.7505	0.0023	0.8871	0.0018
1.9000	0.2502	0.0001	0.0565	0.0001	0.0087	0.0001	-0.0104	0.0001	0.0025	0.0001	0.0308	0.0000	0.9403	0.0000	0.0253	0.0000	0.8151	0.0031	1.2860	0.0057
1.9500	0.1835	0.0001	0.0887	0.0001	0.0326	0.0001	0.0124	0.0001	-0.0066	0.0001	0.0290	0.0000	0.9313	0.0000	0.0244	0.0000	0.6672	0.0026	1.0573	0.0044
2.0000	0.1874	0.0001	0.0219	0.0001	0.0360	0.0001	-0.0149	0.0001	-0.0043	0.0001	0.0294	0.0000	0.9291	0.0000	0.0244	0.0000	0.7597	0.0030	1.4001	0.0071
2.0500	0.1833	0.0001	0.0354	0.0001	0.0136	0.0001	-0.0177	0.0001	-0.0245	0.0001	0.0298	0.0000	0.9208	0.0000	0.0248	0.0000	0.7504	0.0030	1.6197	0.0081
2.1000	0.1958	0.0001	0.0193	0.0001	0.0162	0.0001	-0.0059	0.0001	-0.0006	0.0001	0.0296	0.0000	0.9102	0.0000	0.0248	0.0000	0.7848	0.0031	1.6613	0.0085
