#t	c1	dc1	c2	dc2	c2	dc3	c4	dc4	c5	dc5	m	dm	e	de	x	dx	h	dh
2.2050	0.8055	0.1716	1.7752	0.1168	1.363014	0.029611	0.621079	0.009206
2.2100	0.8025	0.1752	1.7727	0.1199	1.374807	0.047566	0.649422	0.004636
2.2150	0.7981	0.1790	1.7708	0.1210	1.448941	0.039900	0.660478	0.010145
2.2200	0.7996	0.1739	1.7706	0.1180	1.355929	0.030615	0.622584	0.008134
2.2250	0.7891	0.1822	1.7623	0.1214	1.476988	0.042248	0.664284	0.008168
2.2300	0.7887	0.1835	1.7634	0.1213	1.504051	0.032707	0.665323	0.011019
2.2350	0.7814	0.1933	1.7588	0.1258	1.646531	0.029599	0.709940	0.009560
2.2400	0.7790	0.1912	1.7560	0.1233	1.610591	0.024136	0.679952	0.009721
2.2450	0.7726	0.1948	1.7513	0.1241	1.668778	0.041449	0.679781	0.007276
2.2500	0.7739	0.1916	1.7518	0.1235	1.642402	0.034416	0.683888	0.006723
2.2550	0.7721	0.1924	1.7499	0.1246	1.650033	0.027051	0.695398	0.011212
2.2600	0.7642	0.1959	1.7427	0.1271	1.745370	0.032640	0.710919	0.010902
2.2650	0.7588	0.1996	1.7400	0.1272	1.772585	0.038753	0.718790	0.008794
2.2700	0.7559	0.2048	1.7392	0.1283	1.817725	0.026918	0.729321	0.007288
2.2750	0.7535	0.2034	1.7358	0.1299	1.805489	0.051011	0.737986	0.012833
2.2800	0.7419	0.2116	1.7297	0.1293	1.972049	0.030097	0.736978	0.006852
2.2850	0.7442	0.2088	1.7288	0.1288	1.890058	0.033364	0.728047	0.007665
2.2900	0.7389	0.2100	1.7257	0.1295	1.927629	0.016672	0.725523	0.008568
2.2950	0.7326	0.2139	1.7217	0.1302	2.014714	0.041566	0.730964	0.008591
2.3000	0.7344	0.2082	1.7209	0.1291	1.901416	0.030102	0.724317	0.009194
2.3050	0.7239	0.2181	1.7134	0.1311	2.056019	0.020519	0.749324	0.009729
2.3100	0.7222	0.2179	1.7147	0.1307	2.059237	0.031539	0.740142	0.010454
2.3150	0.7156	0.2220	1.7094	0.1321	2.105952	0.027518	0.753417	0.012922
2.3200	0.7134	0.2192	1.7063	0.1313	2.081604	0.039358	0.742085	0.007417
2.3250	0.6991	0.2292	1.7003	0.1339	2.269511	0.034324	0.765977	0.006625
2.3300	0.7009	0.2250	1.6994	0.1331	2.171573	0.039084	0.768815	0.007817
2.3350	0.6974	0.2268	1.6959	0.1334	2.212637	0.018136	0.755868	0.009788
2.3400	0.6924	0.2282	1.6925	0.1343	2.256165	0.039090	0.768803	0.009097
2.3450	0.6862	0.2318	1.6895	0.1350	2.293978	0.021603	0.781326	0.008368
2.3500	0.6833	0.2300	1.6861	0.1350	2.267672	0.026992	0.769564	0.008673
2.3550	0.6737	0.2349	1.6801	0.1349	2.355559	0.040672	0.774963	0.013096
2.3600	0.6779	0.2333	1.6829	0.1343	2.333885	0.022161	0.766887	0.008931
2.3650	0.6670	0.2420	1.6769	0.1377	2.482784	0.029249	0.798137	0.011771
2.3700	0.6613	0.2386	1.6726	0.1360	2.424551	0.032504	0.778507	0.012438
2.3750	0.6595	0.2365	1.6700	0.1348	2.373200	0.022653	0.758425	0.012334
2.3800	0.6471	0.2418	1.6626	0.1357	2.463606	0.035673	0.775070	0.014430
2.3850	0.6474	0.2427	1.6631	0.1355	2.447383	0.017671	0.769862	0.005663
2.3900	0.6431	0.2417	1.6594	0.1350	2.454785	0.029058	0.759131	0.006985
2.3950	0.6386	0.2425	1.6561	0.1360	2.446291	0.028634	0.769387	0.011520
2.4000	0.6326	0.2471	1.6533	0.1360	2.534244	0.021974	0.767544	0.008051
2.4050	0.6287	0.2469	1.6508	0.1365	2.523618	0.032118	0.777114	0.007228
2.4100	0.6235	0.2477	1.6471	0.1374	2.535343	0.035576	0.785135	0.007267
2.4150	0.6203	0.2461	1.6442	0.1341	2.517888	0.026691	0.748279	0.006621
2.4200	0.6167	0.2472	1.6420	0.1366	2.531525	0.034393	0.769798	0.009338
2.4250	0.6021	0.2548	1.6359	0.1376	2.644815	0.025318	0.777013	0.011667
2.4300	0.6001	0.2513	1.6325	0.1351	2.585206	0.036496	0.753627	0.009835
2.4350	0.5988	0.2493	1.6306	0.1354	2.596042	0.032358	0.756689	0.002229
2.4400	0.5916	0.2526	1.6266	0.1346	2.601641	0.027815	0.746766	0.010367
2.4450	0.5901	0.2520	1.6245	0.1359	2.586314	0.020800	0.757637	0.005905
2.4500	0.5833	0.2527	1.6202	0.1353	2.610670	0.017739	0.748465	0.007986
2.4550	0.5802	0.2536	1.6188	0.1355	2.604694	0.029177	0.744845	0.005475
2.4600	0.5763	0.2536	1.6165	0.1361	2.613561	0.031781	0.756195	0.005713
2.4650	0.5746	0.2525	1.6150	0.1339	2.577340	0.025999	0.725557	0.008265
2.4700	0.5634	0.2550	1.6085	0.1355	2.609929	0.029211	0.743224	0.008668
2.4750	0.5579	0.2560	1.6048	0.1350	2.646508	0.035986	0.738154	0.004595
2.4800	0.5581	0.2576	1.6048	0.1360	2.692328	0.026823	0.737591	0.007446
2.4850	0.5498	0.2568	1.6022	0.1335	2.653575	0.018030	0.713945	0.007278
2.4900	0.5525	0.2545	1.6002	0.1337	2.594111	0.034250	0.715497	0.006263
2.4950	0.5468	0.2520	1.5956	0.1326	2.548151	0.030575	0.705676	0.008884
2.5000	0.5379	0.2568	1.5924	0.1328	2.640308	0.026919	0.709478	0.010606
2.5050	0.5361	0.2535	1.5892	0.1326	2.565303	0.032520	0.709257	0.011335
2.5100	0.5310	0.2554	1.5878	0.1328	2.602458	0.016750	0.700793	0.010043
2.5150	0.5259	0.2546	1.5825	0.1313	2.574073	0.025993	0.688420	0.009366
2.5200	0.5169	0.2543	1.5788	0.1305	2.566861	0.029440	0.675712	0.008317
2.5250	0.5235	0.2539	1.5814	0.1317	2.549652	0.019307	0.688630	0.007594
2.5300	0.5069	0.2591	1.5740	0.1322	2.647174	0.023416	0.688912	0.007451
2.5350	0.5027	0.2560	1.5715	0.1324	2.584626	0.022397	0.685080	0.008962
2.5400	0.5095	0.2543	1.5721	0.1319	2.544387	0.020340	0.680873	0.013143
