#t	m	dm	e	de	x	dx	h	dh
0.3530	0.1298	0.0966	-0.8928	0.0791	2.031195	0.021388	1.403439	0.017809
0.3560	0.1340	0.1000	-0.9038	0.0806	2.225123	0.030869	1.439606	0.016113
0.3590	0.1393	0.1031	-0.9162	0.0810	2.394692	0.028447	1.468845	0.017496
0.3620	0.1439	0.1053	-0.9291	0.0819	2.511072	0.021300	1.523943	0.015902
0.3650	0.1474	0.1078	-0.9402	0.0821	2.630470	0.030362	1.545746	0.022199
0.3680	0.1535	0.1110	-0.9531	0.0832	2.855828	0.033119	1.592585	0.028140
0.3710	0.1610	0.1174	-0.9663	0.0843	3.192443	0.037824	1.654255	0.029844
0.3740	0.1660	0.1200	-0.9795	0.0850	3.350446	0.043875	1.689384	0.021006
0.3770	0.1762	0.1266	-0.9950	0.0855	3.737517	0.055320	1.720306	0.023803
0.3800	0.1809	0.1297	-1.0069	0.0867	4.008108	0.049502	1.774129	0.026369
0.3830	0.1896	0.1346	-1.0231	0.0879	4.386116	0.081846	1.848671	0.029613
0.3860	0.1986	0.1409	-1.0371	0.0892	4.873245	0.072264	1.947822	0.019728
0.3890	0.2093	0.1476	-1.0504	0.0894	5.231902	0.098825	1.936002	0.027312
0.3920	0.2209	0.1543	-1.0666	0.0913	5.814330	0.076269	2.057727	0.025810
0.3950	0.2309	0.1595	-1.0829	0.0930	6.308314	0.078458	2.138696	0.032848
0.3980	0.2459	0.1672	-1.0972	0.0941	7.016541	0.049972	2.209341	0.022213
0.4010	0.2628	0.1773	-1.1160	0.0982	7.873006	0.099293	2.396945	0.036447
0.4040	0.2815	0.1835	-1.1349	0.1006	8.478806	0.072464	2.518299	0.036230
0.4070	0.3021	0.1927	-1.1545	0.1020	9.441102	0.099741	2.631951	0.024452
0.4100	0.3287	0.2018	-1.1763	0.1053	10.423557	0.142317	2.841568	0.049820
0.4130	0.3531	0.2076	-1.1959	0.1071	10.972017	0.088736	2.921874	0.042749
0.4160	0.3826	0.2141	-1.2171	0.1111	11.885454	0.085260	3.181687	0.021268
0.4190	0.4079	0.2211	-1.2389	0.1147	12.773652	0.063594	3.493085	0.050233
0.4220	0.4435	0.2262	-1.2666	0.1190	13.473345	0.105890	3.733676	0.039500
0.4250	0.4775	0.2250	-1.2906	0.1202	13.470184	0.196417	3.838615	0.055436
0.4280	0.5212	0.2203	-1.3208	0.1221	13.013153	0.096130	3.947318	0.047938
0.4310	0.5594	0.2174	-1.3483	0.1229	12.741061	0.170047	4.040207	0.043732
0.4340	0.5991	0.2087	-1.3782	0.1233	11.772232	0.132211	4.110510	0.044245
0.4370	0.6326	0.1995	-1.4063	0.1204	10.808248	0.122921	3.983170	0.045310
0.4400	0.6628	0.1858	-1.4298	0.1197	9.666810	0.112328	3.932138	0.058294
0.4430	0.6992	0.1694	-1.4604	0.1167	7.805470	0.107870	3.753549	0.035162
0.4460	0.7256	0.1562	-1.4841	0.1136	6.768009	0.163871	3.652991	0.049458
0.4490	0.7500	0.1398	-1.5087	0.1097	5.554218	0.149796	3.372820	0.046149
0.4520	0.7731	0.1224	-1.5307	0.1049	4.306843	0.169397	3.088948	0.025918
0.4550	0.7882	0.1137	-1.5488	0.1043	3.714113	0.165261	3.094002	0.047309
0.4580	0.8063	0.0981	-1.5701	0.0989	2.783392	0.070463	2.764045	0.026010
0.4610	0.8186	0.0887	-1.5861	0.0949	2.291137	0.082096	2.606157	0.040926
0.4640	0.8318	0.0820	-1.6049	0.0927	1.949711	0.072648	2.477304	0.021682
0.4670	0.8413	0.0749	-1.6186	0.0906	1.654723	0.061230	2.355856	0.046313
0.4700	0.8527	0.0656	-1.6355	0.0862	1.257203	0.042586	2.185976	0.032319
