#t	m	dm	e	de	x	dx	h	dh
0.3530	0.0805	0.0598	-0.8917	0.0496	2.026639	0.021241	1.375776	0.014494
0.3560	0.0829	0.0631	-0.9034	0.0504	2.247008	0.036119	1.445333	0.018678
0.3590	0.0856	0.0635	-0.9153	0.0509	2.308460	0.040929	1.484037	0.025856
0.3620	0.0900	0.0670	-0.9275	0.0511	2.567953	0.038476	1.497328	0.020929
0.3650	0.0937	0.0693	-0.9401	0.0515	2.798527	0.039397	1.558658	0.023031
0.3680	0.0951	0.0714	-0.9528	0.0518	3.007465	0.046144	1.577374	0.020468
0.3710	0.0986	0.0740	-0.9667	0.0521	3.236865	0.056578	1.608017	0.018589
0.3740	0.1022	0.0770	-0.9779	0.0532	3.551698	0.051241	1.677068	0.019876
0.3770	0.1086	0.0801	-0.9932	0.0537	3.903707	0.057558	1.739077	0.036887
0.3800	0.1108	0.0818	-1.0062	0.0542	4.047142	0.082877	1.780323	0.017143
0.3830	0.1177	0.0867	-1.0205	0.0533	4.572291	0.076244	1.745662	0.015168
0.3860	0.1232	0.0908	-1.0351	0.0549	5.022481	0.042982	1.880363	0.040237
0.3890	0.1271	0.0948	-1.0481	0.0556	5.546224	0.117817	1.924742	0.026138
0.3920	0.1361	0.0999	-1.0644	0.0556	6.218916	0.110773	1.942422	0.016070
0.3950	0.1437	0.1045	-1.0789	0.0563	6.944284	0.108168	2.017728	0.021881
0.3980	0.1533	0.1109	-1.0949	0.0572	7.708294	0.060882	2.093382	0.029150
0.4010	0.1637	0.1172	-1.1113	0.0584	8.791704	0.145875	2.183535	0.021762
0.4040	0.1744	0.1257	-1.1278	0.0591	10.150178	0.096085	2.268931	0.026510
0.4070	0.1913	0.1354	-1.1475	0.0610	11.825941	0.136936	2.422991	0.026361
0.4100	0.2053	0.1438	-1.1631	0.0620	13.752361	0.185281	2.544916	0.037233
0.4130	0.2243	0.1541	-1.1825	0.0630	15.607017	0.127044	2.603838	0.040395
0.4160	0.2508	0.1675	-1.2033	0.0653	18.572359	0.148749	2.886534	0.034761
0.4190	0.2772	0.1778	-1.2233	0.0668	21.302445	0.259138	3.010217	0.043819
0.4220	0.3147	0.1903	-1.2480	0.0713	24.333629	0.224792	3.432961	0.054342
0.4250	0.3550	0.2002	-1.2727	0.0730	27.337959	0.305950	3.656527	0.060759
0.4280	0.4020	0.2077	-1.2987	0.0769	29.591707	0.245068	4.034777	0.069643
0.4310	0.4562	0.2119	-1.3291	0.0802	30.880557	0.250225	4.436294	0.050524
0.4340	0.5120	0.2083	-1.3597	0.0805	30.076780	0.344248	4.521243	0.039679
0.4370	0.5727	0.1934	-1.3919	0.0804	26.357049	0.432142	4.574712	0.045288
0.4400	0.6204	0.1800	-1.4216	0.0796	23.036014	0.423794	4.465535	0.032272
0.4430	0.6722	0.1520	-1.4525	0.0777	16.525448	0.278785	4.279701	0.057588
0.4460	0.7110	0.1303	-1.4801	0.0740	12.069034	0.357337	3.869760	0.098437
0.4490	0.7408	0.1116	-1.5048	0.0708	8.904718	0.161781	3.567545	0.050925
0.4520	0.7676	0.0929	-1.5280	0.0684	6.191128	0.195846	3.381342	0.062370
0.4550	0.7869	0.0792	-1.5496	0.0642	4.526620	0.176418	3.001397	0.034785
0.4580	0.8043	0.0673	-1.5686	0.0610	3.359458	0.150833	2.737331	0.044164
0.4610	0.8199	0.0590	-1.5878	0.0590	2.477892	0.138113	2.564399	0.037765
0.4640	0.8320	0.0521	-1.6038	0.0572	2.002666	0.094874	2.426192	0.039485
0.4670	0.8425	0.0453	-1.6188	0.0561	1.553701	0.047072	2.353223	0.034774
0.4700	0.8517	0.0421	-1.6337	0.0549	1.332217	0.050412	2.270600	0.040720
0.4730	0.8610	0.0374	-1.6482	0.0529	1.067058	0.028015	2.124226	0.034785
0.4760	0.8680	0.0359	-1.6602	0.0517	0.968621	0.037808	2.021759	0.029442
0.4790	0.8755	0.0329	-1.6735	0.0510	0.838988	0.029362	1.993273	0.025092
0.4820	0.8815	0.0309	-1.6856	0.0490	0.724685	0.014166	1.857224	0.028327
0.4850	0.8871	0.0290	-1.6961	0.0477	0.655426	0.023186	1.756458	0.018596
0.4880	0.8931	0.0273	-1.7076	0.0471	0.575022	0.011954	1.726182	0.019145
0.4910	0.8983	0.0258	-1.7180	0.0459	0.522743	0.011082	1.666466	0.032349
0.4940	0.9032	0.0239	-1.7276	0.0442	0.456813	0.007704	1.539305	0.018337
0.4970	0.9075	0.0227	-1.7371	0.0434	0.412191	0.008866	1.516596	0.021698
0.5000	0.9111	0.0223	-1.7456	0.0429	0.397819	0.009537	1.475695	0.023340
