#t	m	dm	e	de	x	dx	h	dh
0.3530	0.1629	0.1184	-0.8922	0.0980	1.972409	0.027064	1.358974	0.014079
0.3560	0.1693	0.1245	-0.9032	0.1010	2.192349	0.033969	1.454400	0.021320
0.3590	0.1747	0.1258	-0.9176	0.1029	2.268652	0.033902	1.521702	0.032528
0.3620	0.1802	0.1308	-0.9273	0.1018	2.474909	0.029132	1.497878	0.030236
0.3650	0.1848	0.1346	-0.9421	0.1033	2.664471	0.025753	1.553152	0.018879
0.3680	0.1929	0.1397	-0.9531	0.1073	2.866128	0.033150	1.693975	0.025341
0.3710	0.2007	0.1439	-0.9667	0.1067	3.055714	0.039342	1.709988	0.017900
0.3740	0.2067	0.1485	-0.9803	0.1070	3.279677	0.029964	1.705905	0.030407
0.3770	0.2195	0.1541	-0.9947	0.1089	3.605573	0.040257	1.774583	0.032321
0.3800	0.2270	0.1605	-1.0090	0.1108	3.888757	0.048952	1.864191	0.029475
0.3830	0.2367	0.1651	-1.0242	0.1109	4.212499	0.069982	1.892157	0.013922
0.3860	0.2486	0.1710	-1.0379	0.1122	4.504368	0.076539	1.935330	0.030182
0.3890	0.2618	0.1781	-1.0544	0.1151	4.878519	0.052038	2.066550	0.033410
0.3920	0.2772	0.1828	-1.0719	0.1168	5.234279	0.035023	2.104814	0.028635
0.3950	0.2940	0.1896	-1.0885	0.1212	5.705680	0.062893	2.345962	0.030869
0.3980	0.3062	0.1952	-1.1046	0.1222	6.045154	0.039269	2.409683	0.030074
0.4010	0.3247	0.2046	-1.1232	0.1239	6.674018	0.064063	2.480601	0.036233
0.4040	0.3494	0.2119	-1.1441	0.1303	7.220592	0.052897	2.743814	0.028456
0.4070	0.3676	0.2186	-1.1647	0.1325	7.761955	0.084116	2.866266	0.036925
0.4100	0.3980	0.2221	-1.1868	0.1343	8.038420	0.041007	2.960154	0.040392
0.4130	0.4190	0.2250	-1.2048	0.1383	8.385158	0.058117	3.188730	0.034053
0.4160	0.4520	0.2287	-1.2329	0.1413	8.693945	0.089950	3.330973	0.046174
0.4190	0.4763	0.2294	-1.2553	0.1465	8.784098	0.090221	3.576326	0.041907
0.4220	0.5037	0.2334	-1.2810	0.1474	9.255793	0.116280	3.665154	0.036248
0.4250	0.5387	0.2291	-1.3081	0.1469	8.871995	0.063734	3.703261	0.043619
0.4280	0.5682	0.2253	-1.3332	0.1495	8.678420	0.102789	3.823566	0.055142
0.4310	0.6000	0.2186	-1.3606	0.1484	8.252759	0.183233	3.788547	0.052943
0.4340	0.6285	0.2130	-1.3871	0.1510	7.868056	0.120219	3.970422	0.046823
0.4370	0.6581	0.2004	-1.4120	0.1476	6.974999	0.082847	3.771750	0.051265
0.4400	0.6909	0.1863	-1.4418	0.1434	6.141122	0.128481	3.649821	0.050436
0.4430	0.7124	0.1763	-1.4624	0.1433	5.477778	0.100348	3.594600	0.034256
0.4460	0.7363	0.1648	-1.4893	0.1387	4.805330	0.070253	3.406210	0.048806
0.4490	0.7589	0.1514	-1.5127	0.1349	4.089354	0.098845	3.261556	0.046202
0.4520	0.7735	0.1413	-1.5309	0.1312	3.609557	0.066245	3.129873	0.033092
0.4550	0.7919	0.1282	-1.5525	0.1272	2.960514	0.071930	2.897401	0.024511
0.4580	0.8062	0.1141	-1.5686	0.1212	2.440081	0.073712	2.706112	0.036570
0.4610	0.8216	0.1060	-1.5901	0.1168	2.105538	0.046158	2.548520	0.034449
0.4640	0.8308	0.0993	-1.6028	0.1166	1.850052	0.088949	2.517721	0.030311
0.4670	0.8429	0.0897	-1.6201	0.1128	1.468684	0.052676	2.346267	0.028511
0.4700	0.8524	0.0839	-1.6336	0.1094	1.321606	0.063048	2.255148	0.024194
0.4730	0.8593	0.0790	-1.6466	0.1069	1.184132	0.057231	2.161147	0.022257
0.4760	0.8673	0.0725	-1.6606	0.1025	0.994664	0.033134	2.004194	0.021181
0.4790	0.8761	0.0636	-1.6737	0.1006	0.784542	0.033717	1.945061	0.020335
0.4820	0.8821	0.0613	-1.6846	0.0992	0.729967	0.028319	1.890762	0.018006
0.4850	0.8871	0.0589	-1.6958	0.0960	0.700135	0.032649	1.785003	0.025583
0.4880	0.8939	0.0545	-1.7095	0.0920	0.584479	0.022387	1.649803	0.022203
0.4910	0.8978	0.0502	-1.7166	0.0908	0.494448	0.015354	1.625845	0.024273
0.4940	0.9029	0.0494	-1.7275	0.0897	0.480487	0.019537	1.596867	0.022685
0.4970	0.9069	0.0462	-1.7368	0.0865	0.425060	0.014158	1.502414	0.018013
0.5000	0.9119	0.0429	-1.7468	0.0849	0.369784	0.009140	1.443026	0.018131
