#t	m	dm	e	de	x	dx	h	dh
0.0233	0.3827	0.0248	0.1033	-0.0011	-0.0259	-0.0268	-0.0148	0.0148	0.0186	
0.0267	0.3808	0.0275	0.1042	-0.0014	-0.0215	-0.0132	-0.0041	0.0043	0.0117	
0.0340	0.3789	0.0339	0.1050	-0.0204	-0.0148	-0.0225	-0.0085	0.0142	0.0116	
0.0400	0.3775	0.0333	0.1059	-0.0172	-0.0142	-0.0184	-0.0086	0.0110	0.0096	
0.0424	0.3762	0.0369	0.1066	-0.0257	-0.0172	0.0033	0.0079	0.0064	0.0083	
0.0420	0.3745	0.0280	0.1076	-0.0293	-0.0166	0.0089	0.0124	-0.0052	-0.0013	
0.0420	0.3726	0.0224	0.1082	-0.0198	-0.0121	0.0109	0.0037	-0.0093	-0.0040	
0.0442	0.3709	0.0151	0.1093	-0.0128	-0.0092	0.0077	-0.0049	-0.0024	0.0101	
0.0440	0.3691	0.0135	0.1106	-0.0100	-0.0083	0.0151	-0.0037	-0.0005	0.0078	
0.0439	0.3673	0.0110	0.1110	-0.0152	-0.0095	0.0060	-0.0160	0.0088	0.0027	
0.0463	0.3650	0.0120	0.1114	-0.0137	-0.0137	0.0153	-0.0141	-0.0088	-0.0049	
0.0523	0.3631	0.0095	0.1120	-0.0132	-0.0148	0.0062	-0.0140	-0.0227	-0.0193	
0.0596	0.3615	0.0127	0.1127	-0.0081	-0.0101	0.0048	-0.0130	-0.0042	-0.0135	
0.0656	0.3597	0.0077	0.1130	0.0025	-0.0061	0.0062	-0.0048	-0.0072	-0.0136	
0.0724	0.3582	0.0012	0.1133	0.0058	-0.0058	-0.0033	-0.0131	-0.0101	-0.0025	
0.0795	0.3570	-0.0020	0.1139	0.0012	-0.0073	-0.0098	-0.0052	0.0010	0.0085	
0.0804	0.3556	0.0057	0.1140	-0.0081	-0.0063	-0.0074	-0.0042	0.0145	0.0150	
0.0796	0.3541	0.0047	0.1137	-0.0114	0.0023	-0.0045	0.0015	0.0049	-0.0001	
0.0768	0.3523	-0.0017	0.1136	-0.0066	0.0121	-0.0155	-0.0101	0.0048	0.0064	
0.0742	0.3506	0.0005	0.1142	0.0043	0.0209	-0.0148	-0.0073	-0.0046	0.0055	
0.0717	0.3487	-0.0019	0.1159	0.0100	0.0201	-0.0181	-0.0085	-0.0004	-0.0074	
0.0703	0.3470	0.0028	0.1173	0.0288	0.0198	-0.0257	-0.0096	-0.0159	-0.0214	
0.0627	0.3455	0.0024	0.1176	0.0266	0.0202	-0.0060	-0.0014	-0.0107	-0.0114	
0.0584	0.3441	0.0048	0.1183	0.0231	0.0200	0.0013	-0.0008	-0.0264	-0.0324	
0.0544	0.3431	0.0075	0.1186	0.0240	0.0196	0.0124	-0.0010	-0.0213	-0.0304	
0.0497	0.3418	0.0138	0.1182	0.0288	0.0191	0.0055	0.0007	-0.0158	-0.0280	
0.0452	0.3408	0.0189	0.1179	0.0256	0.0243	0.0031	-0.0036	0.0064	-0.0098	
0.0401	0.3397	0.0110	0.1176	0.0167	0.0235	0.0076	-0.0020	-0.0076	-0.0115	
0.0304	0.3384	0.0011	0.1171	0.0098	0.0198	0.0127	0.0056	-0.0064	-0.0037	
0.0227	0.3372	-0.0024	0.1169	0.0148	0.0227	0.0185	0.0245	-0.0072	0.0034	
0.0161	0.3357	-0.0039	0.1172	0.0123	0.0194	0.0070	0.0228	-0.0003	0.0039	
0.0099	0.3339	0.0017	0.1174	0.0068	0.0178	0.0046	0.0061	0.0064	0.0091	
0.0071	0.3319	-0.0031	0.1176	0.0083	0.0168	0.0041	0.0022	-0.0046	0.0015	
0.0079	0.3298	-0.0006	0.1172	0.0115	0.0206	0.0086	0.0045	-0.0125	-0.0080	
0.0062	0.3276	-0.0045	0.1161	0.0166	0.0223	-0.0099	-0.0026	-0.0110	-0.0046	
0.0066	0.3248	-0.0064	0.1163	0.0105	0.0169	-0.0058	0.0034	-0.0043	-0.0025	
0.0091	0.3217	-0.0149	0.1170	0.0203	0.0139	0.0001	0.0093	0.0059	-0.0038	
0.0118	0.3190	-0.0193	0.1177	0.0235	0.0107	-0.0020	0.0037	0.0069	0.0098	
0.0154	0.3163	-0.0165	0.1173	0.0178	0.0027	-0.0016	0.0036	0.0151	0.0233	
0.0164	0.3135	-0.0114	0.1179	0.0210	0.0023	0.0049	0.0007	-0.0044	0.0034	
0.0192	0.3107	-0.0088	0.1199	0.0190	0.0027	-0.0099	-0.0030	0.0103	0.0067	
0.0193	0.3080	-0.0098	0.1227	0.0117	0.0004	-0.0025	-0.0083	0.0145	0.0093	
0.0166	0.3055	-0.0106	0.1236	0.0121	-0.0022	-0.0084	0.0014	0.0040	0.0074	
0.0146	0.3028	-0.0029	0.1236	0.0126	-0.0037	-0.0101	0.0025	-0.0093	-0.0067	
0.0114	0.3003	-0.0028	0.1243	0.0072	-0.0012	-0.0169	-0.0112	-0.0146	-0.0066	
0.0067	0.2981	-0.0002	0.1248	0.0001	-0.0016	-0.0026	-0.0055	-0.0120	-0.0134	
0.0057	0.2960	0.0010	0.1257	-0.0031	0.0011	0.0016	0.0002	0.0107	-0.0037	
0.0045	0.2936	-0.0054	0.1262	0.0040	0.0028	-0.0029	0.0129	0.0055	-0.0014	
0.0057	0.2920	-0.0111	0.1269	0.0162	0.0015	0.0130	0.0137	0.0029	-0.0045	
0.0087	0.2905	-0.0128	0.1270	0.0088	0.0006	0.0247	0.0247	-0.0074	-0.0010	
0.0090	0.2896	-0.0061	0.1280	0.0157	0.0013	0.0297	0.0300	0.0005	-0.0039	
0.0100	0.2886	0.0074	0.1300	0.0140	0.0052	0.0136	0.0150	-0.0106	-0.0114	
0.0093	0.2879	0.0076	0.1317	0.0108	0.0075	0.0190	0.0062	-0.0120	-0.0058	
0.0108	0.2871	0.0212	0.1329	-0.0016	0.0091	0.0065	-0.0119	-0.0019	0.0027	
0.0119	0.2865	0.0288	0.1329	-0.0000	0.0132	0.0029	-0.0143	0.0037	0.0020	
0.0159	0.2858	0.0271	0.1324	0.0076	0.0108	-0.0085	-0.0184	0.0014	0.0090	
0.0162	0.2844	0.0318	0.1322	-0.0009	0.0129	-0.0211	-0.0208	0.0016	0.0101	
0.0163	0.2831	0.0342	0.1311	0.0005	0.0199	-0.0018	-0.0046	-0.0080	0.0043	
0.0171	0.2822	0.0409	0.1302	0.0001	0.0276	0.0062	0.0133	-0.0019	-0.0037	
0.0199	0.2814	0.0408	0.1295	0.0058	0.0401	0.0262	0.0171	0.0027	-0.0036	
0.0275	0.2804	0.0312	0.1292	0.0103	0.0469	0.0297	0.0264	-0.0107	-0.0118	
0.0359	0.2796	0.0241	0.1291	0.0105	0.0549	0.0122	0.0202	-0.0184	-0.0137	
0.0442	0.2790	0.0228	0.1293	0.0122	0.0567	0.0091	0.0142	-0.0113	-0.0124	
0.0479	0.2788	0.0214	0.1296	0.0182	0.0487	-0.0033	-0.0049	-0.0197	-0.0186	
0.0520	0.2785	0.0141	0.1297	0.0100	0.0384	-0.0168	-0.0173	-0.0146	-0.0164	
0.0555	0.2781	0.0106	0.1294	-0.0011	0.0243	-0.0016	-0.0009	-0.0257	-0.0262	
0.0549	0.2779	0.0125	0.1286	-0.0052	0.0192	0.0084	0.0015	-0.0207	-0.0116	
0.0525	0.2778	0.0129	0.1272	-0.0044	0.0155	0.0059	-0.0062	0.0100	0.0106	
0.0521	0.2774	0.0124	0.1263	-0.0036	0.0131	-0.0063	-0.0174	0.0085	0.0085	
0.0488	0.2771	0.0114	0.1258	-0.0061	0.0028	-0.0192	-0.0267	0.0022	0.0052	
0.0433	0.2768	0.0042	0.1254	-0.0167	-0.0079	-0.0172	-0.0320	-0.0015	-0.0157	
0.0370	0.2766	-0.0001	0.1255	-0.0127	-0.0189	-0.0213	-0.0298	-0.0017	-0.0087	
0.0304	0.2764	0.0007	0.1261	-0.0069	-0.0268	-0.0132	-0.0196	-0.0006	0.0015	
0.0285	0.2760	0.0014	0.1262	-0.0175	-0.0322	-0.0134	-0.0179	-0.0212	-0.0075	
0.0264	0.2755	-0.0025	0.1265	-0.0302	-0.0391	-0.0079	-0.0018	-0.0003	0.0015	
0.0206	0.2745	-0.0113	0.1264	-0.0449	-0.0445	-0.0134	0.0026	-0.0058	-0.0017	
0.0184	0.2737	-0.0140	0.1264	-0.0474	-0.0442	0.0051	0.0177	-0.0131	-0.0179	
0.0150	0.2726	-0.0160	0.1267	-0.0527	-0.0415	0.0128	0.0137	-0.0149	-0.0233	
0.0125	0.2714	-0.0099	0.1258	-0.0499	-0.0371	0.0103	0.0080	-0.0081	-0.0088	
0.0086	0.2707	-0.0034	0.1259	-0.0445	-0.0373	-0.0022	-0.0029	-0.0062	0.0023	
0.0045	0.2699	0.0040	0.1252	-0.0355	-0.0396	0.0020	-0.0022	0.0144	0.0093	
0.0053	0.2695	0.0067	0.1256	-0.0172	-0.0354	0.0120	-0.0033	0.0179	0.0086	
0.0056	0.2692	0.0199	0.1251	-0.0093	-0.0299	0.0047	-0.0117	0.0163	0.0037	
0.0038	0.2686	0.0239	0.1246	-0.0118	-0.0292	-0.0087	-0.0136	0.0178	0.0066	
0.0001	0.2675	0.0208	0.1235	-0.0130	-0.0277	-0.0012	-0.0028	0.0035	-0.0073	
-0.0017	0.2662	0.0225	0.1228	-0.0082	-0.0288	-0.0085	-0.0021	0.0013	0.0048	
-0.0071	0.2648	0.0210	0.1212	0.0016	-0.0321	-0.0117	-0.0142	0.0076	0.0098	
-0.0092	0.2629	0.0169	0.1205	0.0019	-0.0299	-0.0024	-0.0079	0.0057	0.0143	
-0.0101	0.2610	0.0173	0.1189	-0.0058	-0.0360	-0.0020	-0.0080	-0.0120	-0.0150	
-0.0146	0.2588	0.0211	0.1178	-0.0169	-0.0376	0.0086	0.0068	-0.0123	-0.0211	
-0.0172	0.2563	0.0201	0.1163	-0.0109	-0.0360	0.0111	0.0081	0.0032	0.0022	
-0.0174	0.2540	0.0169	0.1156	-0.0058	-0.0341	0.0088	-0.0011	0.0149	0.0080	
-0.0179	0.2519	0.0127	0.1152	-0.0080	-0.0286	0.0087	-0.0050	0.0033	0.0002	
-0.0179	0.2503	0.0055	0.1151	-0.0082	-0.0273	-0.0116	-0.0032	0.0061	0.0013	
-0.0151	0.2487	0.0025	0.1144	-0.0028	-0.0221	-0.0115	0.0029	0.0005	0.0010	
-0.0150	0.2469	0.0055	0.1128	-0.0077	-0.0227	-0.0131	-0.0077	-0.0038	-0.0024	
-0.0147	0.2453	0.0032	0.1106	-0.0088	-0.0204	-0.0102	-0.0117	0.0090	0.0056	
-0.0154	0.2439	0.0040	0.1082	-0.0076	-0.0208	-0.0156	-0.0140	-0.0102	-0.0103	
-0.0152	0.2421	0.0083	0.1055	-0.0060	-0.0245	-0.0069	-0.0091	-0.0215	-0.0192	
-0.0166	0.2402	0.0068	0.1021	-0.0136	-0.0265	0.0015	0.0009	-0.0269	-0.0188	
-0.0159	0.2382	0.0099	0.0987	-0.0111	-0.0256	0.0012	0.0023	-0.0188	-0.0144	
-0.0179	0.2361	0.0138	0.0943	-0.0093	-0.0303	0.0058	0.0056	-0.0147	-0.0063	
-0.0197	0.2343	0.0281	0.0903	-0.0143	-0.0352	0.0026	0.0030	-0.0120	-0.0049	
-0.0172	0.2322	0.0303	0.0867	-0.0254	-0.0388	-0.0020	-0.0050	-0.0036	-0.0113	
-0.0154	0.2311	0.0373	0.0832	-0.0318	-0.0446	0.0079	-0.0003	0.0128	-0.0079	
-0.0175	0.2306	0.0294	0.0799	-0.0432	-0.0505	-0.0007	-0.0168	0.0106	-0.0024	
-0.0189	0.2297	0.0245	0.0775	-0.0419	-0.0461	0.0141	-0.0006	0.0048	-0.0030	
-0.0180	0.2290	0.0160	0.0760	-0.0457	-0.0416	0.0187	-0.0080	0.0052	0.0014	
-0.0212	0.2279	0.0160	0.0749	-0.0452	-0.0406	0.0161	0.0071	-0.0067	0.0003	
-0.0241	0.2272	0.0196	0.0736	-0.0360	-0.0440	0.0170	0.0156	0.0040	0.0046	
-0.0272	0.2264	0.0198	0.0744	-0.0275	-0.0399	0.0015	0.0149	0.0040	-0.0034	
-0.0297	0.2255	0.0131	0.0730	-0.0200	-0.0409	-0.0106	0.0039	0.0020	0.0048	
-0.0314	0.2244	0.0043	0.0711	-0.0138	-0.0468	-0.0073	0.0044	0.0191	0.0142	
-0.0346	0.2237	-0.0006	0.0712	-0.0155	-0.0523	0.0038	0.0088	0.0020	0.0067	
